word,cat,A_M,A_SD,V_M,V_SD
spoil,verb,4.04,2.14,3.18,1.86,
change,verb,4.07,1.98,3.55,1.7,
monetary system,noun,5.7,2.66,7.59,1.4,
clapping,noun,5.8,2.79,7.5,1.5,
acidity,noun,5.1,1.95,3.93,1.98,
beat,verb,4.58,2.02,4.88,1.16,
vestal,adj,5.51,2.06,6.45,1.76,
Father-God,noun,5.92,2.6,7.08,2.2,
muster out,verb,4.71,2.84,4.9,2.2,
segregated,adj,4.37,2.14,6.47,1.59,
jubilance,noun,5.78,2.6,7.8,1.83,
fragrancy,noun,5.46,2.47,7.02,1.84,
heat,verb,5.1,2.3,6.17,1.71,
list,noun,4.32,2.14,4.89,0.89,
leaping,noun,5.67,2.51,7.76,1.51,
Scorpio the Scorpion,noun,5.38,3.08,3.69,2.63,
indolent,adj,2.65,2.06,4.38,2.02,
sheer,verb,5,2.32,3.64,2.08,
fight,verb,7.49,2.16,2.08,1.91,
dawning,noun,5.06,3.05,7.86,1.35,
trust,verb,7.35,1.76,7.69,1.39,
corundom,noun,5,2.72,7,1.88,
two-dimensional figure,noun,5.83,2.44,7.27,1.66,
declivity,noun,4.7,2.48,4.09,2.21,
celebrity,noun,6.2,2.16,5.57,1.99,
adjust,verb,4.71,2.09,6.93,1.47,
flaming,noun,7.17,2.06,3.22,2.06,
recognise,verb,5.27,2.31,7,1.52,
red-hot,adj,5.34,2.51,7.5,1.08,
lead astray,verb,7.24,2.06,1.68,1.02,
freak,noun,5.66,2.26,2.48,2.08,
flat solid,noun,3.36,2.12,4.82,1.23,
deface,verb,5.44,2.1,3.9,2.01,
positive,adj,6.22,2.41,7.98,1.29,
awake,adj,5.5,2.74,7.25,2.22,
armored combat vehicle,noun,4.88,1.86,5.16,1.87,
rock'n'roll,noun,4.52,2.37,5.56,1.38,
affectionateness,noun,6.34,2.25,7.39,1.53,
solace,noun,3.93,2.85,7.07,2.14,
saloon,noun,5,2.83,6.42,2.05,
expert,adj,5.43,2.85,7.47,1.45,
culminate,verb,4.28,2.53,6.58,1.42,
dead room,noun,4.84,2.96,1.92,1.32,
vernal,adj,5.64,2.51,6.89,2.12,
erotic love,noun,6.44,3.35,8.72,0.7,
flowering plant,noun,4,2.44,6.64,1.78,
sunniness,noun,6.12,2.45,8.1,1.17,
1,noun,5.5,2.66,6.88,1.93,
external body part,noun,5.04,2.18,6.39,1.6,
rosy,adj,5.78,2.09,7.1,1.46,
perforate,verb,5,2.32,3.64,2.08,
inferior,adj,4.21,1.84,4.55,1.42,
take out,verb,3.55,1.8,4.51,1.57,
best,adj,5.85,3.15,8.44,0.9,
spiritless,adj,4.1,2.31,4.12,1.73,
black,adj,4.28,2.21,4.71,2.36,
swing,noun,5,2.32,3.64,2.08,
respiratory disease,noun,5.19,2.23,4.02,1.99,
rude,adj,4.09,2.37,6.59,1.57,
awestricken,adj,5.74,2.31,6.7,1.38,
pinnace,noun,4.88,2.3,6.93,1.28,
acquaint,verb,5.12,2.39,6.95,1.85,
unmated,adj,4.27,2.46,4.82,2.04,
toss,verb,4.27,2.17,7.37,1.4,
ready,verb,4.44,1.96,6.16,1.89,
artistic production,noun,4.86,2.88,6.68,2.1,
flush,adj,5.8,2.73,7.7,1.34,
legal document,noun,3.5,1.84,5.29,1.08,
nictitate,verb,5.44,2.68,6.93,1.83,
waitress,noun,4.06,2.61,7.24,1.32,
misadventure,noun,6.26,2.87,2.05,1.19,
drive,noun,5.61,2.92,7.04,1.98,
rust-brown,adj,3.77,2.16,3.86,1.47,
change surface,verb,4.91,2.57,6.58,1.78,
calibre,noun,4.48,2.12,6.25,1.59,
tip over,verb,5.86,2.4,2,1.18,
light,noun,3.81,2.22,5.24,1.51,
baseborn,adj,3.74,2.33,5.86,1.42,
place,noun,5.96,2.63,2.79,1.92,
divide,verb,3.82,2.24,5.11,1.78,
sex act,noun,7,2.07,7.36,1.57,
damage,verb,5.85,2.49,1.9,1.26,
questioning,adj,4.91,1.92,4.52,1.63,
redeem,verb,4.95,2.19,6.45,1.93,
cocaine,noun,6.83,2.49,2.55,1.78,
slashed,adj,5,2.32,3.64,2.08,
riotous,adj,5.94,2.36,2.17,1.21,
unergetic,adj,4.1,2.31,4.12,1.73,
doer,noun,6.76,2.68,2.11,1.56,
cephalalgia,noun,5.07,2.74,2.02,1.06,
evil-looking,adj,5.38,2.23,2.43,1.27,
stem,noun,4.2,1.93,4,1.8,
situation,noun,7.59,2.23,1.91,1.54,
denote,verb,4.25,2.47,5.55,2.24,
suddenly,adv,5.73,2.73,1.94,1.76,
association,noun,4.8,2.71,7.65,1.55,
treatise,noun,3.62,2.02,4.79,1.05,
world-beater,noun,5.51,2.77,7.26,1.67,
recreation,noun,5.89,2.37,6.98,1.97,
gymnastic apparatus,noun,3.89,2.17,5.89,1.55,
faithless,adj,6.56,2.21,1.93,1.61,
blot out,verb,5.28,2.51,4.32,1.91,
concave,adj,4.72,2.95,1.83,1.42,
sombreness,noun,3.83,2.33,1.88,1.23,
batten down,verb,3.14,2.47,7.57,1.76,
adjoin,verb,5.35,2.76,8,1.55,
change over,verb,4.05,1.89,6.41,1.34,
usance,noun,4.66,2.12,5.85,1.53,
higher-up,noun,5.95,2.84,8.15,1.27,
imperfect,adj,4.67,2.35,3.32,2.32,
game,noun,4.02,2.19,6.57,1.92,
strain,verb,7.45,2.38,2.09,1.41,
outpouring,noun,6,2.02,3.19,1.66,
time interval,noun,5.14,2.54,6.78,1.66,
national,noun,5.17,2.53,6.71,1.69,
twist,verb,6.82,2.1,3.31,2.2,
illegal,adj,4.79,2.51,2.93,1.66,
intermeshed,adj,6.77,2.07,8,1.38,
inviolable,adj,3.14,2.47,7.57,1.76,
colorise,verb,4.73,2.64,7.02,1.57,
hallow,verb,4.05,2.59,7.19,1.69,
near,adj,5.43,2.85,7.47,1.45,
equal to,adj,5.08,2.07,7.16,1.39,
emesis,noun,5.75,2.84,2.06,1.57,
visual sense,noun,4.66,2.43,6.62,1.84,
someone,noun,4.19,2.45,6.32,1.74,
violate,verb,6.81,3.17,1.25,0.91,
malignant tumor,noun,6.42,2.83,1.5,0.85,
contestant,noun,4.95,2.57,2.25,1.48,
dozens,noun,5.49,2.43,6.59,1.66,
curve,noun,3.81,2.14,5.12,0.92,
tidings,noun,5.17,2.11,5.3,1.67,
irritation,noun,4.17,2.44,2.19,1.23,
morality,noun,5.43,2.85,7.47,1.45,
chagrin,verb,6.14,2.42,2.24,1.34,
environmentalist,noun,4.28,2.46,6.18,2.05,
life,noun,5.56,2.62,7,1.32,
new-mown,adj,5,2.32,3.64,2.08,
burl,noun,4.07,2.15,4.64,1.36,
respond,verb,4,2.14,4.56,1.72,
revere,verb,6.96,2.17,2.76,2.12,
cut down,verb,5,2.32,3.64,2.08,
plug,verb,3.8,2.18,5.22,1.13,
creating from raw materials,noun,3.92,1.94,5.29,1.15,
burger,noun,4.55,2.14,6.27,1.5,
death chair,noun,3.15,1.77,5.08,0.98,
reading,noun,4.64,2.75,5.31,2.02,
hostile,adj,5.83,2.33,5.1,1.68,
brainless,adj,4.72,2.71,2.31,1.37,
security,noun,2.95,2.55,7.72,1.75,
garment,noun,3.95,2.09,5.25,1.33,
desecration,noun,4.93,2.34,3.75,2.26,
index,noun,6.67,1.87,6.54,2.21,
compassionate,verb,3.72,2.02,3.37,1.57,
aspiration,noun,4.53,2.72,6.73,1.75,
reddened,adj,5.29,2.04,6.41,1.61,
affluence,noun,3.93,2.85,7.07,2.14,
slough,noun,5.7,2.96,2.28,1.91,
sniffle,verb,4.57,2.38,3.52,1.99,
willing,adj,6.49,2.77,8.21,1.82,
spirited,adj,5.53,2.9,7.2,1.97,
absolute,adj,5.73,2.73,1.94,1.76,
feel,verb,7.22,2.13,8.6,0.71,
harmonise,verb,3.7,2.18,5.68,1.62,
joy,noun,7.67,1.91,7.5,2.2,
newspaper publisher,noun,2.5,1.85,5.2,1.21,
significant,adj,3.7,2.18,5.68,1.62,
elite group,adj,4.98,2.59,6.88,1.82,
get through,verb,4.39,2.81,6.16,2.33,
ground forces,noun,5.03,2.03,4.72,1.75,
grayback,noun,4.07,2.15,4.64,1.36,
modest,adj,3.8,2.13,3.87,1.69,
retentiveness,noun,5.42,2.25,6.62,1.5,
house,noun,4.8,2.71,7.65,1.55,
female monarch,noun,4.76,2.18,6.44,1.43,
signal,verb,4.6,2.35,6.02,1.66,
danger,noun,5.52,2.45,2.88,1.64,
wastefulness,noun,4.14,2.3,2.93,1.76,
broadcast,verb,4.12,2.3,6.34,1.56,
proffer,verb,4.88,2.3,6.93,1.28,
real,adj,4.05,2.34,5.26,1.29,
crack,adj,5.5,2.66,6.88,1.93,
crazy,adj,4.29,2.45,1.9,1.14,
welt,verb,4.38,2.24,5.72,2.43,
staff,noun,4.08,1.92,5.24,1.59,
action,noun,4.3,2.62,7.82,1.39,
circuit card,noun,3.36,2.12,4.82,1.23,
consume,verb,4.93,2.4,6.21,2.03,
semidarkness,noun,3.46,1.92,3.65,1.61,
motion,noun,6.21,2.51,7.1,2,
human being,noun,5.24,2.31,6.73,1.7,
disregard,verb,4.83,2.31,2.63,1.64,
standing,noun,5.86,2.08,7.26,1.9,
cocotte,noun,5.85,2.93,2.3,2.11,
dip,noun,4.7,2.48,4.09,2.21,
show,verb,5.52,2.45,2.88,1.64,
embattled,adj,5.56,2.34,2.36,1.33,
linguistic unit,noun,4.25,2.47,5.55,2.24,
favorable,adj,6.53,2.34,8.17,1.06,
little girl,noun,4.29,2.69,6.87,1.64,
disorder,noun,6.39,2.63,2.96,1.93,
maim,verb,6.41,2.94,1.82,1.45,
ceremonial,noun,4.94,3.21,1.39,0.87,
in use,adj,6.77,2.07,8,1.38,
expiry,noun,4.59,3.07,1.61,1.4,
occurrence,noun,5.54,2.37,3.29,1.95,
turning point,noun,3.91,1.92,4.36,1.21,
fearfulness,noun,7.21,2.14,2.76,2.25,
khat,noun,4.38,2.24,5.72,2.43,
date,noun,6.68,2.11,7.84,1.92,
nates,noun,2.95,1.72,4.95,0.98,
watercraft,noun,4.38,2.29,5.55,1.4,
service,noun,5.5,2.66,6.88,1.93,
affront,verb,6,2.46,2.29,1.33,
liveborn,adj,5.5,2.74,7.25,2.22,
vex,verb,5.8,2.39,3.66,2,
habituate,verb,3.36,2.12,4.82,1.23,
finger's breadth,noun,3.78,2.42,5.29,1.42,
group,noun,5.94,2.09,7.33,1.7,
piss,noun,4.97,2.49,6.61,1.78,
knocker,noun,5.37,2.39,6.5,1.78,
unworried,adj,3.89,2.54,7.62,1.41,
unfreeze,verb,5.15,3.04,8.26,1.31,
picture,noun,4.93,2.54,6.86,1.81,
meat,noun,3.17,2.23,7.27,1.36,
clunky,adj,5.18,2.4,4,2.22,
forgiving,adj,4.46,2.55,7.59,1.67,
persecution,noun,6.1,2.77,1.56,0.79,
concave shape,noun,3.47,2.12,5.33,1.33,
nestle,verb,4.4,2.67,7.72,1.92,
lonely,adj,4.83,2.66,2.41,1.77,
blackjack,verb,6.07,2.26,3.38,1.61,
spice up,verb,5.59,2.66,6.79,2.04,
fail,verb,6.95,2.44,2.31,1.44,
impressible,adj,4.48,2.82,7.1,1.91,
vomit up,verb,4.29,2.45,1.9,1.14,
valet de chambre,noun,5.24,2.31,6.73,1.7,
solve,verb,5.41,2.43,6.63,1.68,
unhappiness,noun,5.17,2.69,1.93,1.6,
esthetic,adj,6.17,2.34,7.6,1.64,
ameliorate,verb,5.69,2.15,7.65,1.16,
chaff,verb,5.57,2.8,7.41,1.92,
centralise,verb,4.65,2.13,5.2,1.28,
pacification,noun,2.95,2.55,7.72,1.75,
masses,noun,5.94,2.09,7.33,1.7,
irrational motive,noun,6.41,2.13,4.52,2.13,
penalization,noun,5.1,2.31,2.83,1.56,
vessel,noun,3.36,2.28,5.05,1.46,
sexy,adj,6.98,2.21,7.61,1.51,
enclothe,verb,4.05,1.89,6.41,1.34,
benefit,noun,4.76,2.18,6.95,1.85,
hard knocks,noun,4.76,2.55,2.45,1.61,
single file,noun,3.62,1.91,5.17,0.85,
home,noun,4.56,2.41,7.26,1.72,
inattention,noun,4.83,2.31,2.63,1.64,
god,noun,4.95,2.14,6.12,1.86,
Lion,noun,6.2,2.16,5.57,1.99,
upstage,adj,4.28,2.1,4.9,1.92,
immorality,noun,6.39,2.44,3.23,2.64,
Florida key,noun,3.7,2.18,5.68,1.62,
sidesplitter,noun,6.39,2.63,2.96,1.93,
circumstance,noun,5.1,2.4,6.21,1.63,
young mammal,noun,5.08,2.45,6.86,2.13,
expanse,noun,5.14,2.54,6.78,1.66,
sedate,adj,3.56,1.95,4.32,1.51,
Caranx crysos,noun,4.76,2.4,5.67,1.91,
enamour,verb,5.16,2.25,6.77,1.58,
painful sensation,noun,6.5,2.49,2.13,1.81,
capital punishment,noun,5.71,2.74,2.37,2.06,
glaze,verb,4.58,2.4,6.54,2.09,
supernatural being,noun,4.83,2.63,7.53,1.58,
area,noun,3.88,1.99,5.33,0.87,
Snake,noun,6.82,2.1,3.31,2.2,
torture,noun,6.06,2.67,2.43,2.17,
engage,verb,4.38,2.29,5.55,1.4,
biting,adj,4.24,2.17,3.95,2.09,
room,noun,4.08,2.19,3.82,1.7,
affright,noun,7.02,2.02,3.12,1.84,
prison cell,noun,4.08,2.19,3.82,1.7,
thing,noun,4.97,2.49,6.61,1.78,
social affair,noun,6.69,2.84,7.86,1.83,
satisfying,adj,3.18,1.76,4.74,1.02,
excitable,adj,6.57,1.78,6.64,1.61,
superhuman,adj,5.83,2.69,6.84,1.8,
weapon system,noun,6.03,1.89,3.97,1.92,
vital,adj,5.53,2.9,7.2,1.97,
vamp,noun,6.91,1.69,7.52,1.19,
abuse,noun,5,2.32,3.64,2.08,
provide,verb,5.62,2.25,7.36,1.38,
imaginary place,noun,5.61,3.2,7.3,2.39,
flawlessness,noun,4.53,2.72,6.73,1.75,
provoked,adj,7.17,2.07,2.85,1.7,
fasten,verb,3.9,2.07,4.54,1.75,
coat,noun,4.1,2.36,5.62,1.72,
shit,noun,3.76,2.26,4.17,1.77,
intelligent,adj,6.57,1.78,6.64,1.61,
tea cosy,noun,3.32,2.28,7.39,1.53,
prevent,verb,4.95,2.19,6.45,1.93,
chickenhearted,adj,4.43,2.05,5.61,1.94,
Sung dynasty,noun,6.07,2.42,7.1,1.97,
gate-crash,verb,6.95,2.44,2.31,1.44,
frivolity,noun,7.22,2.01,8.37,1.11,
topographic point,noun,4.73,2.72,2.94,1.88,
crewman,noun,4.4,2.07,5.95,1.38,
misplaced,adj,5.82,2.62,2.82,1.83,
trained worker,noun,4.44,1.96,6.16,1.89,
come along,verb,6.02,2.58,7.73,1.34,
Jonathan Swift,noun,5.39,2.53,6.46,1.76,
opiate,noun,5.11,2.72,4.36,2.73,
predominate,verb,3.95,2.28,5.46,1.75,
supernatural,adj,4.09,2.37,6.59,1.57,
elysian,adj,6.02,2.67,7.15,1.85,
dose,verb,6.05,2.82,1.98,1.44,
pain in the neck,noun,4.49,2.69,3.27,1.86,
age group,noun,5.64,2.51,6.89,2.12,
easy,adv,3.39,2.22,3.93,1.6,
foodstuff,noun,3.76,2.39,5.29,1.82,
combine,noun,5.3,2.66,6.68,2.71,
achromatic color,noun,4.37,2.14,6.47,1.59,
time,noun,5.12,2.39,6.95,1.85,
overnice,adj,4.38,2.69,6.55,2.44,
ensure,verb,3.14,2.47,7.57,1.76,
limb,noun,3.59,2.4,5.34,1.82,
walloping,noun,6.77,2.42,1.64,1.18,
trip the light fantastic,verb,4.9,2.35,4.31,2.18,
split up,verb,3.82,2.24,5.11,1.78,
placard,noun,3.93,2.56,5.34,1.75,
custom,noun,3.95,2.11,4.11,1.77,
wellbeing,noun,5.13,2.35,6.81,1.88,
glass over,verb,4.27,2.07,4.75,1.38,
metre,noun,4.64,2.75,5.31,2.02,
correction,noun,5.41,2.73,3.55,2.54,
joyful,adj,6.21,2.3,7.45,1.77,
want,verb,5.61,2.92,7.04,1.98,
awe,noun,6.96,2.17,2.76,2.12,
unknown,noun,5.45,2.15,5.6,1.82,
eye blink,noun,5.44,2.68,6.93,1.83,
prison term,noun,6.02,2.62,7.27,1.88,
famed,adj,5.73,2.68,6.98,2.07,
household,noun,4.21,2.94,7.91,1.63,
scandalize,verb,5.56,2.06,2.76,1.5,
despise,verb,5.48,2.52,2.84,2.07,
peak,noun,4.28,2.53,6.58,1.42,
volume,noun,4.05,1.96,5.14,1.49,
detestable,adj,5.04,2.3,4.23,2.3,
grow,verb,4,2.14,4.56,1.72,
associate,noun,5.74,2.57,7.74,1.24,
noncitizen,noun,5.45,2.15,5.6,1.82,
