word,cat,A_M,A_SD,V_M,V_SD
look for,verb,4,2.19,6.04,1.94,
uncouple,verb,6.39,2.31,7.41,1.97,
utilisation,noun,6.84,2.06,7.13,1.58,
scrumptious,adj,5.34,2.51,7.5,1.08,
comedian,noun,5.44,2.47,7.05,1.96,
supernatural being,noun,5.95,2.84,8.15,1.27,
tower,noun,4.41,2.44,5.89,2.08,
timorous,adj,4.11,2.09,3.86,1.55,
internal organ,noun,3.93,2.49,4.82,2.06,
virtue,noun,5.9,1.83,7.66,1.24,
conduct,verb,4.4,2.07,5.95,1.38,
chromatic colour,noun,4.28,2.46,6.18,2.05,
Helen Newington Wills,noun,4.18,2.38,3.2,1.58,
cheap,adj,3.83,2.05,3.07,1.57,
refresh,verb,4.12,2.3,6.34,1.56,
prison cell,noun,4.88,1.86,5.16,1.87,
alertness,noun,6.36,2.66,2.51,1.83,
honor,noun,5.39,2.44,7.78,1.22,
refulgent,adj,5.39,2.82,6.73,2.17,
excitable,adj,6.59,2.07,3.29,1.47,
vital,adj,5.5,2.74,7.25,2.22,
abuse,noun,3.95,2.11,4.11,1.77,
pitiful,adj,4.13,2.38,1.61,0.95,
provide,verb,6,2.02,3.19,1.66,
rattling,adj,5.41,2.73,3.55,2.54,
vitiate,verb,4.04,2.14,3.18,1.86,
onset,noun,7.17,2.06,3.22,2.06,
Felis domesticus,noun,4.76,2.18,6.44,1.43,
laughable,adj,4.36,2.2,4.26,1.82,
percentage,noun,5,2.32,3.64,2.08,
sheared,adj,5,2.32,3.64,2.08,
Edward Douglas White Jr.,noun,4.37,2.14,6.47,1.59,
shit,noun,6.07,2.15,3.36,2.16,
hound,noun,5.76,2.5,7.57,1.66,
meliorate,verb,5.69,2.15,7.65,1.16,
chickenhearted,adj,6.33,2.28,2.25,1.18,
armed service,noun,5.03,2.03,4.72,1.75,
gloam,noun,4.7,2.48,4.09,2.21,
beaming,adj,5.56,3.01,8.03,1.56,
duck soup,noun,4.37,2.32,6.85,1.71,
deceased,adj,5.73,2.73,1.94,1.76,
publishing house,noun,2.5,1.85,5.2,1.21,
condiment,noun,4.09,2.08,5.6,1.35,
channel,noun,5.55,2.55,6.14,1.77,
floor,verb,4.12,2.36,3.21,1.87,
disrespectful,adj,5.38,2.37,4.35,1.76,
tuner,noun,4.78,2.82,6.73,1.47,
ravenous,adj,5.13,2.44,3.58,2.01,
coif,verb,4.05,1.89,6.41,1.34,
age,noun,4.54,3.19,1.85,1.67,
matter,noun,6.05,2.82,1.98,1.44,
tenderness,noun,6.34,2.25,7.39,1.53,
turbulent,adj,5.94,2.36,2.17,1.21,
battlemented,adj,4.09,2.77,7.29,1.79,
metal money,noun,4.29,2.48,6.02,1.96,
see,verb,5.39,2.22,7.15,1.49,
mettlesome,adj,5.89,2.37,6.98,1.97,
pecker,noun,4.7,2.59,3.98,1.73,
time,noun,3.83,2.29,5.76,1.65,
metastatic tumor,noun,6.42,2.83,1.5,0.85,
participant,noun,3.73,2.26,5.61,1.93,
proficient,adj,5.43,2.85,7.47,1.45,
touching,noun,5.73,2.09,4.33,2.35,
crispy,adj,4.88,2.3,6.93,1.28,
split up,verb,6.33,2.71,2.22,1.88,
antipathetic,adj,6.44,2.28,2.73,1.5,
document,noun,4.9,2.37,6.61,1.59,
habitual,adj,4.81,2.46,2.51,1.42,
trumpery,noun,4.16,2.16,2.67,1.45,
metre,noun,3.27,1.98,5.02,0.93,
weighed down,adj,5.63,2.07,2.5,1.32,
preserves,noun,3.7,2.29,5.66,1.44,
snuffle,verb,4.57,2.38,3.52,1.99,
laurels,noun,5.9,1.83,7.66,1.24,
retard,verb,3.39,2.22,3.93,1.6,
wondering,adj,5.82,1.64,6.08,1.63,
relation,noun,4.8,2.71,7.65,1.55,
hoi polloi,noun,5.94,2.09,7.33,1.7,
cloud up,verb,3.46,1.92,3.65,1.61,
sufferer,noun,4.21,2.37,5.29,1.89,
journalist,noun,4.37,2.14,6.47,1.59,
jolting,adj,5.33,2.04,4.74,2,
idolised,adj,6.38,2.68,8.64,0.71,
funky,adj,4.93,2.23,2.81,1.52,
marvelous,adj,6.23,2.73,8.16,1.12,
