word,cat,A_M,A_SD,V_M,V_SD
tree diagram,noun,3.42,2.21,6.32,1.56,
explosive device,noun,7.15,2.4,2.1,1.19,
maniacal,adj,5.39,2.46,3.76,2,
sundown,noun,4.2,2.99,7.68,1.72,
repugnance,noun,7.21,2.14,2.76,2.25,
precise,adj,5.73,2.73,1.94,1.76,
smoothing iron,noun,3.76,2.06,4.9,1.02,
transport,verb,3.55,1.8,4.51,1.57,
defector,noun,5.5,2.55,2.45,1.8,
andiron,noun,5.76,2.5,7.57,1.66,
political machine,noun,3.82,2.4,5.09,1.67,
know,verb,5.22,2.38,6.66,1.57,
life sentence,noun,6.02,2.62,7.27,1.88,
material,noun,2.5,1.85,5.2,1.21,
female parent,noun,6.13,2.71,8.39,1.15,
sweeten,verb,4.51,2.25,6.73,1.7,
come on,verb,6.02,2.58,7.73,1.34,
forepaw,noun,4.4,2.07,5.95,1.38,
heed,verb,5,2.68,6.68,1.84,
unspoiled,adj,5.43,2.85,7.47,1.45,
slow,adj,2.65,2.06,4.38,2.02,
accidental injury,noun,5.69,2.06,2.49,1.76,
thought,noun,5.86,1.81,7,1.34,
corner,verb,3.42,2.21,6.32,1.56,
star topology,noun,5.83,2.44,7.27,1.66,
principal,noun,5.83,2.44,7.27,1.66,
savor,verb,5.22,2.38,6.66,1.57,
taste sensation,noun,5.22,2.38,6.66,1.57,
blackened,adj,4.61,2.24,5.39,1.8,
manufacture,noun,4.47,2.43,5.3,1.61,
acerate leaf,noun,5.36,2.89,3.82,1.73,
moderate,adj,3.18,1.85,4.61,1.28,
blue sky,noun,4.31,2.2,6.76,1.78,
small indefinite quantity,noun,6.39,2.31,7.41,1.97,
froth,verb,5.26,2.54,6.07,2.03,
cast,verb,4.07,1.98,3.55,1.7,
kill,verb,6.83,2.38,2.64,2.03,
blood brother,noun,4.71,2.68,7.11,2.17,
twilight,noun,4.7,2.48,4.09,2.21,
imprison,verb,5.49,2.67,1.95,1.27,
wanderer,noun,5.71,2.21,3.33,1.72,
mettle,noun,6.34,2.25,7.39,1.53,
baron,noun,6.67,1.87,6.54,2.21,
lame,adj,4.1,2.07,3.26,1.47,
bungling,adj,5.18,2.4,4,2.22,
wrongdoer,noun,7.16,1.96,3.65,2.47,
president,noun,3.15,1.77,5.08,0.98,
somberness,noun,3.83,2.33,1.88,1.23,
tame,adj,2.9,1.81,4.67,1.31,
patch,noun,3.9,2.07,4.54,1.75,
estimable,adj,5.43,2.85,7.47,1.45,
contend,verb,7.15,2.19,3.76,2.63,
glide,verb,4.59,2.31,5.98,1.86,
light bulb,noun,4.1,2.02,5.61,1.28,
sting,verb,4.7,2.59,3.98,1.73,
strike,verb,5.73,2.09,4.33,2.35,
toad,noun,4.54,2.03,5.71,1.74,
detail,noun,3.24,2.08,5.26,0.86,
indulgence,noun,4.75,2.91,7.88,1.49,
barrelful,noun,3.36,2.28,5.05,1.46,
medicate,verb,4.4,2.36,5.67,2.06,
distributed,adj,5.43,2.42,3.05,1.92,
skillful,adj,4.38,2.69,6.55,2.44,
gawky,adj,5.18,2.4,4,2.22,
card,verb,5.87,2.56,4.84,2.51,
lax,adj,2.39,2.13,7,1.77,
cursed,adj,5.82,2.62,2.82,1.83,
sake,noun,5.66,2.26,6.97,1.53,
lunatic,noun,5.39,2.46,3.76,2,
unexpected,adj,5.86,2.4,2,1.18,
pollute,verb,4.93,2.23,2.81,1.52,
fortuity,noun,6.26,2.87,2.05,1.19,
hand tool,noun,3.18,1.76,4.74,1.02,
indulgent,adj,4.63,2.61,7.12,1.34,
point,noun,4.76,2.18,6.95,1.85,
unintelligent,adj,4.72,2.71,2.31,1.37,
yellowness,noun,4.43,2.05,5.61,1.94,
brunet,adj,4.28,2.21,4.71,2.36,
manipulate,verb,5.87,2.56,4.84,2.51,
bias,verb,3.81,2.27,3.29,1.69,
king,noun,4.76,2.18,6.44,1.43,
alternative,noun,4.74,2.23,6.49,1.31,
scent,verb,5.05,2.36,6.76,1.48,
incapable,adj,5.08,2.07,7.16,1.39,
condition,noun,7.32,2.07,2.95,2.22,
kip,verb,2.8,2.66,7.2,1.77,
synchronize,verb,3.98,1.82,5.17,0.79,
sinning,noun,5.78,2.21,2.8,1.67,
bashful,adj,4.11,2.09,3.86,1.55,
angered,adj,7.97,2.17,2.46,1.65,
unripe,adj,4.28,2.46,6.18,2.05,
fruit juice,noun,3.89,2.48,6.9,1.53,
bath,noun,3.88,1.72,5.55,1.36,
fine art,noun,4.86,2.88,6.68,2.1,
corduroy,noun,3.54,2.09,5.1,1.09,
convulsive,adj,6.89,2.47,2.29,1.78,
busy,adj,6.77,2.07,8,1.38,
search,verb,3.78,2.42,5.29,1.42,
fishy,adj,6.25,1.59,3.76,1.42,
bid,noun,4.88,2.3,6.93,1.28,
prevarication,noun,5.96,2.63,2.79,1.92,
goodness,noun,5.43,2.85,7.47,1.45,
faith,noun,5.3,2.66,6.68,2.71,
good,noun,4.52,2.52,6.22,2.06,
stack,verb,3.54,2.09,5.1,1.09,
bowlful,noun,3.47,2.12,5.33,1.33,
prospect,noun,5.38,2.58,6.02,1.77,
chunk,verb,4.8,2.82,4.16,2.34,
lifelike,adj,4.09,2.37,6.59,1.57,
medium of exchange,noun,5.7,2.66,7.59,1.4,
thoroughfare,noun,3.39,1.87,5.22,0.72,
spice,verb,5.59,2.66,6.79,2.04,
unsmooth,adj,5.33,2.04,4.74,2,
tons,noun,5.49,2.43,6.59,1.66,
disembodied spirit,noun,5.56,2.62,7,1.32,
advancement,noun,6.02,2.58,7.73,1.34,
transparent gem,noun,5,2.72,7,1.88,
colored,adj,4.28,2.21,4.71,2.36,
Valentine,noun,6.06,2.91,8.11,1.35,
eat on,verb,5.69,2.51,7.47,1.73,
kerosine,noun,4.34,2.51,4.8,1.59,
entirely,adv,4.83,2.66,2.41,1.77,
mild,adj,3.8,2.13,3.87,1.69,
hare,noun,4.02,2.19,6.57,1.92,
misrepresentation,noun,5.68,2.46,2.9,1.63,
eliminate,verb,6.57,2.33,1.92,1.48,
champ,noun,5.85,3.15,8.44,0.9,
honour,verb,5.9,1.83,7.66,1.24,
impeccant,adj,4.21,1.99,6.51,1.34,
beware,verb,5,2.68,6.68,1.84,
muck,verb,4.17,2.09,3.1,1.74,
K,noun,4.28,2.46,6.18,2.05,
nurture,verb,4.29,2.51,6.46,1.69,
small,adj,3.98,2.24,5.76,1.28,
reach,verb,5.73,2.09,4.33,2.35,
basketful,noun,3.63,2.02,5.45,1.15,
aromatize,verb,5.05,2.36,6.76,1.48,
vomit,verb,4.29,2.45,1.9,1.14,
change state,verb,4.7,2.48,4.09,2.21,
blink of an eye,noun,5.44,2.68,6.93,1.83,
obligation,noun,5.68,2.74,2.22,1.17,
feel for,verb,3.72,2.02,3.37,1.57,
cutting,noun,5,2.32,3.64,2.08,
author,noun,4.33,2.45,5.52,1.9,
workbench,noun,3.59,2.07,4.61,1.4,
post,verb,5.63,2.36,6.88,1.74,
flood tide,noun,6,2.02,3.19,1.66,
alky,noun,5.69,2.36,2.84,2.34,
aura,noun,4.12,2.3,6.34,1.56,
better,verb,5.69,2.15,7.65,1.16,
soft,adv,4.48,2.82,7.1,1.91,
coaster wagon,noun,3.98,2.04,5.37,0.97,
filthiness,noun,5.12,2.32,2.47,1.68,
metallic,adj,3.79,1.96,4.95,1.17,
distance,noun,5.14,2.54,6.78,1.66,
move around,verb,6.21,2.51,7.1,2,
justness,noun,5.47,2.54,7.78,1.35,
chin up,verb,3.31,1.98,5.29,1.27,
catsup,noun,4.09,2.08,5.6,1.35,
lost,adj,5.34,2.52,2.2,1.42,
fall down,verb,4.7,2.48,4.09,2.21,
ground,verb,4.24,2.49,7.15,1.67,
lecherousness,noun,6.88,1.85,7.12,1.62,
baby,noun,5.55,2.29,7.08,1.98,
conveyance,noun,5.63,2.36,6.88,1.74,
visit,verb,4.78,2.52,2.39,1.25,
field glass,noun,4.27,2.07,4.75,1.38,
smother,verb,6.03,3.19,1.56,0.96,
fuss,verb,6.13,2.71,8.39,1.15,
arm,noun,6.03,1.89,3.97,1.92,
timid,adj,3.77,2.29,4.64,1.83,
grating,adj,5.33,2.04,4.74,2,
glorious,adj,5.4,2.33,7.5,1.55,
truthful,adj,5.32,1.92,7.7,1.43,
crest,noun,4.28,2.53,6.58,1.42,
stormy,adj,4.88,2.29,3.08,2.05,
class,noun,4.8,2.71,7.65,1.55,
shade,verb,4.3,2.26,4.35,1.23,
inspiration,noun,6.13,2.71,8.39,1.15,
give,verb,4.88,2.3,6.93,1.28,
calendar month,noun,4.03,1.77,5.15,1.09,
be born,verb,4.7,2.48,4.09,2.21,
hope,noun,5.34,2.58,6.95,2.24,
striker,noun,4.58,2.02,4.88,1.16,
grim,adj,4.61,2.24,5.39,1.8,
foundation,noun,3.27,1.98,5.02,0.93,
ramp,verb,5.71,2.34,4.95,2.22,
ennoble,verb,3.21,2.57,7.31,1.3,
guiltless,adj,4.21,1.99,6.51,1.34,
grownup,noun,4.76,1.95,6.49,1.5,
wine-colored,noun,4.78,2.34,5.95,2.19,
traffic circle,noun,3.86,2.13,5.67,1.26,
blubber out,verb,4.57,2.38,3.52,1.99,
imposter,noun,5.75,2.45,2.67,1.66,
daughter,noun,4.29,2.69,6.87,1.64,
supply,verb,4.97,2.49,6.61,1.78,
soothe,verb,3.93,2.85,7.07,2.14,
woman,noun,4.29,2.69,6.87,1.64,
radio receiver,noun,4.78,2.82,6.73,1.47,
dim,verb,4.39,2.36,3.05,1.99,
lipid,noun,4.81,2.8,2.28,1.92,
diffuse,adj,4.63,2.61,7.12,1.34,
dangerous,adj,5.26,2.36,3.2,1.74,
foursquare,noun,3.18,1.76,4.74,1.02,
jailhouse,noun,5.49,2.67,1.95,1.27,
adoring,adj,4,1.6,5.35,1.21,
dependable,adj,5.32,1.92,7.7,1.43,
grammatical category,noun,6.53,2.1,3.56,1.36,
mention,verb,4.25,2.47,5.55,2.24,
meshed,adj,6.77,2.07,8,1.38,
married woman,noun,4.93,2.22,6.33,1.97,
personify,verb,5.52,2.63,5.55,2.37,
tranquillity,noun,2.82,2.13,5.58,1.83,
Circus,noun,5.97,2.59,7.3,1.84,
quietly,adv,2.82,2.13,5.58,1.83,
gamble,verb,5.38,2.58,6.02,1.77,
serious-minded,adj,5.72,2.3,7.65,1.03,
chopped,adj,5,2.32,3.64,2.08,
white meat,noun,5.37,2.39,6.5,1.78,
emblem,noun,4.6,2.35,6.02,1.66,
Department of Justice,noun,5.47,2.54,7.78,1.35,
daydream,verb,4.53,2.72,6.73,1.75,
bosom,noun,6.34,2.25,7.39,1.53,
white-hot,adj,4.37,2.14,6.47,1.59,
guy,noun,4.38,2.24,5.72,2.43,
chairman,verb,3.15,1.77,5.08,0.98,
spell,noun,5.16,2.25,6.77,1.58,
edifice,noun,3.92,1.94,5.29,1.15,
applicant,noun,4.05,2.34,5.26,1.29,
Depression,noun,4.54,3.19,1.85,1.67,
console,noun,3.43,1.85,5.05,0.31,
sopor,noun,2.8,2.66,7.2,1.77,
workplace,noun,3.9,1.95,5.53,1.85,
scholarly person,noun,5.12,2.46,7.26,1.42,
scream,noun,5.36,2.91,3.93,2.22,
bind,verb,3.9,2.07,4.54,1.75,
family line,noun,4.8,2.71,7.65,1.55,
active,adj,5.53,2.9,7.2,1.97,
allegiant,adj,5.16,2.42,7.55,1.9,
conciliatory,adj,4.63,2.61,7.12,1.34,
encroacher,noun,5.5,2.4,3.05,2.01,
collide,verb,6.95,2.44,2.31,1.44,
blackmail,verb,6.07,2.26,3.38,1.61,
bluing,noun,4.31,2.2,6.76,1.78,
pelting,noun,3.65,2.35,5.08,2.51,
owed,adj,6.24,2.59,7.75,1.75,
pain sensation,noun,6.5,2.49,2.13,1.81,
intemperate,adj,5.12,2.19,5.22,1.82,
pipe bowl,noun,3.47,2.12,5.33,1.33,
contaminating,adj,4.88,2.29,3.08,2.05,
concerned,adj,6.67,2.54,2,1.28,
stroke,noun,5.14,3,7.84,1.16,
amorphous shape,noun,5.14,2.54,6.78,1.66,
expose,verb,3.59,2.07,4.61,1.4,
field of view,noun,4.08,2.41,6.2,1.37,
amour propre,noun,4.98,2.31,4.3,1.91,
cheat,verb,7.16,1.96,3.65,2.47,
ravel,verb,4.07,2.15,4.64,1.36,
chromatic,adj,5,2.72,7,1.88,
work,verb,4.33,1.78,5.19,1.27,
contagion,noun,5.03,2.77,1.66,1.34,
bunk,noun,4.17,2.02,4.61,1.63,
Columba,noun,3.79,2.28,6.9,1.54,
sail,verb,5.55,2.23,6.25,1.91,
lawn tennis,noun,4.61,2.6,6.02,1.97,
site,noun,5.33,2.04,4.74,2,
spend,verb,6.27,2.56,7.8,1.55,
sucking louse,noun,4.98,2.03,2.81,1.92,
end,noun,4.59,3.07,1.61,1.4,
decay,adj,5.74,2.26,2.38,1.71,
approval,noun,6.12,2.45,8.1,1.17,
bird of Minerva,noun,3.98,1.87,5.8,1.31,
disengage,verb,5.15,3.04,8.26,1.31,
explain,verb,4.48,2.29,4.05,1.41,
government,noun,5.1,2.75,7.19,1.78,
instrument of execution,noun,6.56,2.54,2.48,2.11,
open,adj,5.08,2.07,7.16,1.39,
comrade,noun,4.71,2.68,7.11,2.17,
northern,adj,4.31,2.2,6.76,1.78,
strike out,verb,4.9,2.35,4.31,2.18,
bet on,verb,5.89,2.37,6.98,1.97,
unfledged,adj,4.15,1.96,3.39,1.7,
resolve,verb,5.41,2.43,6.63,1.68,
immobile,adj,4.02,2.41,4.68,1.97,
deal,verb,4.12,1.83,5.66,1.02,
rust,adj,3.77,2.16,3.86,1.47,
blow,verb,5.71,2.34,4.95,2.22,
purulence,noun,4.82,2.06,2.86,1.91,
adorn,verb,5.14,2.39,6.93,1.3,
beatific,adj,5.98,2.54,8.22,1.22,
Python,noun,6.18,2.25,4.05,2.48,
gladden,verb,7.22,2.13,8.6,0.71,
bang,noun,8.02,1.65,8.05,1.48,
idealist,noun,7.59,2.07,8.32,1,
arduous,adj,5.12,2.19,5.22,1.82,
continuum,noun,3.93,2.29,5.24,2.01,
conscientious,adj,4.49,2.28,6.2,1.85,
meal,noun,5.43,2.14,7.16,1.5,
fastball,noun,5.33,2.48,3.29,2.06,
strongbox,noun,3.86,2.72,7.07,1.9,
bemused,adj,5.72,2.3,7.65,1.03,
prostitute,noun,5.85,2.93,2.3,2.11,
grammatical gender,noun,4.38,2.13,5.73,1.55,
prig,noun,5.65,2.36,3.36,1.81,
tamp,noun,4.95,2.01,4.1,1.88,
uncomplaining,adj,4.21,2.37,5.29,1.89,
slumber,noun,2.8,2.66,7.2,1.77,
contingent,noun,4.1,2.24,5.55,1.58,
privateness,noun,4.12,1.83,5.88,1.5,
stifle,verb,6.03,3.19,1.56,0.96,
animal foot,noun,3.27,1.98,5.02,0.93,
chap,noun,5.76,2.5,7.57,1.66,
literate,noun,4.33,2.45,5.52,1.9,
mussy,adj,3.34,2.37,3.15,1.73,
twister,noun,6.83,2.49,2.55,1.78,
also-ran,noun,4.95,2.57,2.25,1.48,
Sung,noun,6.07,2.42,7.1,1.97,
church service,noun,4.34,2.45,6.28,2.31,
brainsick,adj,4.29,2.45,1.9,1.14,
alerting,noun,6.85,2.53,6.2,1.76,
memorize,verb,5.39,2.22,7.15,1.49,
knight,noun,3.89,2.17,5.89,1.55,
piece,noun,3.82,2.24,5.11,1.78,
pathologic process,noun,5.03,2.77,1.66,1.34,
incinerate,verb,6.22,1.91,2.73,1.72,
semirigid,adj,4.66,2.47,3.66,2.12,
hand truck,noun,4.84,2.17,5.47,1.88,
delusive,adj,3.43,2.09,3.27,1.4,
crud,noun,5.12,2.32,2.47,1.68,
gas,noun,4.12,2.3,6.34,1.56,
cardinal,adj,3.7,2.18,5.68,1.62,
slosh,verb,3.73,2.23,4.66,1.88,
delicate,adj,4.88,2.3,6.93,1.28,
accomplishment,noun,4.91,2.57,6.58,1.78,
benighted,adj,4.28,2.21,4.71,2.36,
park,noun,4.28,2.46,6.18,2.05,
fastener,noun,4.07,2.15,4.64,1.36,
silent person,noun,4.35,2.25,3.38,1.7,
competitiveness,noun,7.15,2.19,3.76,2.63,
cavalry,noun,3.89,2.17,5.89,1.55,
composition,noun,2.5,1.85,5.2,1.21,
unbleached,adj,4.09,2.37,6.59,1.57,
cay,noun,3.7,2.18,5.68,1.62,
overturned,adj,5.86,2.4,2,1.18,
supple,adj,4.57,2.26,5.68,1.49,
irritability,noun,5.1,2.59,6.79,2.32,
idea,noun,4.83,2.46,6.39,1.58,
pan,verb,4.16,2.16,2.67,1.45,
inelastic,adj,5.73,2.73,1.94,1.76,
rouge,noun,4.1,2.36,5.62,1.72,
taxonomic group,noun,4.8,2.71,7.65,1.55,
reduce,verb,5,2.32,3.64,2.08,
remove,verb,3.59,2.07,4.61,1.4,
sphacelus,noun,5.7,2.96,2.28,1.91,
cassino,noun,6.51,2.12,6.81,1.66,
Sunday,noun,5.04,2.66,7.55,1.85,
request,verb,7.35,1.76,7.69,1.39,
rough,adj,5.07,2.37,3.12,1.65,
car,noun,3.82,2.4,5.09,1.67,
defile,verb,4.67,2.35,3.32,2.32,
falls,noun,5.37,2.84,7.88,1.03,
deck,verb,5.14,2.39,6.93,1.3,
teach,verb,5.39,2.22,7.15,1.49,
bored,adj,3.94,1.76,4.89,1.16,
shock,verb,6.83,2.26,3.52,2.12,
quiet,adj,3.89,2.54,7.62,1.41,
comfortable,adj,4.48,2.82,7.1,1.91,
bear in mind,verb,5,2.68,6.68,1.84,
center,noun,2.95,1.72,4.95,0.98,
spoil,verb,6.81,3.17,1.25,0.91,
change,verb,4.44,1.96,6.16,1.89,
note,noun,4.48,2.29,4.05,1.41,
intrigue,verb,5.83,2.73,7.34,1.68,
beat,verb,4.58,2.02,4.88,1.16,
hook,verb,5.66,2.26,2.48,2.08,
mechanism,noun,4.02,1.94,4.67,1.05,
blue runner,noun,4.76,2.4,5.67,1.91,
basketball hoop,noun,3.63,2.02,5.45,1.15,
list,verb,4.25,2.47,5.55,2.24,
heat,noun,3.73,2.4,7.41,1.81,
obstruction,noun,5,2.83,6.42,2.05,
newspaper,noun,2.5,1.85,5.2,1.21,
butterfly stroke,noun,3.47,2.39,7.17,1.2,
apprehension,noun,4.59,2.1,3.83,1.7,
prominent,adj,6.24,2.59,7.75,1.75,
fad,noun,8.17,1.4,2.41,1.86,
sheer,adj,3.52,2.05,4.39,1.46,
complain,verb,4.9,2.35,4.31,2.18,
dawning,noun,4.39,2.81,6.16,2.33,
veracious,adj,5.32,1.92,7.7,1.43,
trust,verb,5.44,2.47,7.05,1.96,
celebrity,noun,6.55,2.46,7.93,1.29,
confer,verb,7.25,2.25,8.19,1.13,
adjust,verb,4.64,2.75,5.31,2.02,
serpent,noun,6.82,2.1,3.31,2.2,
youth,noun,5.64,2.51,6.89,2.12,
involvement,noun,5.66,2.26,6.97,1.53,
born,adj,4.09,2.37,6.59,1.57,
bottom,adj,3.83,2.05,3.07,1.57,
ideal,noun,4.49,1.9,6.49,1.7,
secret agent,noun,3.27,1.98,5.02,0.93,
awake,adj,6.85,2.53,6.2,1.76,
collapse,noun,6.95,2.44,2.31,1.44,
water vapor,noun,4.14,2.28,5.45,1.63,
inaccurate,adj,6.2,2.7,2.05,1.55,
affectionateness,noun,3.73,2.4,7.41,1.81,
thief,noun,5.62,2.72,2.61,1.69,
away,adj,4.21,2.94,7.91,1.63,
coquette,noun,5.87,2.56,4.84,2.51,
malleus,noun,4.58,2.02,4.88,1.16,
expert,noun,7.16,1.96,3.65,2.47,
reverie,noun,4.53,2.72,6.73,1.75,
embark,verb,4.38,2.29,5.55,1.4,
gameboard,noun,3.36,2.12,4.82,1.23,
culinary art,noun,4.39,1.99,6.64,1.48,
external body part,noun,5.04,2.18,6.39,1.6,
starvation,noun,5.61,2.53,2.39,1.82,
Nice,noun,4.38,2.69,6.55,2.44,
inferior,adj,3.18,1.85,4.61,1.28,
caliber,noun,4.48,2.12,6.25,1.59,
consolation,noun,3.93,2.85,7.07,2.14,
spiritless,adj,3.8,2.13,3.87,1.69,
golf club,noun,3.76,2.06,4.9,1.02,
terrace,noun,3.59,2.07,4.61,1.4,
mistaken,adj,3.43,2.09,3.27,1.4,
canonize,verb,4.49,1.9,6.49,1.7,
black,adj,4.28,2.21,4.71,2.36,
arachnid,noun,5.71,2.21,3.33,1.72,
omission,noun,4.95,2.81,1.7,1.07,
economize,verb,4.95,2.19,6.45,1.93,
nautical mile,noun,4.07,2.15,4.64,1.36,
batten,verb,3.14,2.47,7.57,1.76,
geld,verb,5,2.32,3.64,2.08,
method acting,noun,3.85,2.58,5.56,1.76,
carbohydrate,noun,5.64,2.18,6.74,1.73,
ready,adj,6.57,1.78,6.64,1.61,
promptly,adv,6.57,1.78,6.64,1.61,
wedding ceremony,noun,5.97,2.85,7.82,1.56,
pacify,verb,3.21,2.57,7.31,1.3,
alive,adj,5.53,2.9,7.2,1.97,
venture,verb,6.98,2.15,7.6,1.5,
sociable,noun,4.98,2.59,6.88,1.82,
favored,adj,5.1,2.59,6.79,2.32,
pipe,noun,3.81,2.14,5.12,0.92,
drive,verb,4.33,1.78,5.19,1.27,
change surface,verb,5.87,2.56,4.84,2.51,
confidant,noun,6.98,2.21,7.61,1.51,
customs,noun,4.66,2.12,5.85,1.53,
refrigerator,noun,4.17,2.11,4.95,1,
evilness,noun,6.39,2.44,3.23,2.64,
concealed,adj,4.28,2.21,4.71,2.36,
owner,noun,4.9,2.37,6.61,1.59,
mistreat,verb,6.83,2.7,1.8,1.23,
light,adj,4.48,2.82,7.1,1.91,
animal oil,noun,4.57,2.38,3.52,1.99,
place,noun,4.21,2.94,7.91,1.63,
gregarious,adj,4.98,2.59,6.88,1.82,
disfigured,adj,5.38,2.23,2.43,1.27,
hunt,verb,4.39,2.29,5.88,1.62,
being,noun,6.02,2.62,7.27,1.88,
frying pan,noun,5.71,2.21,3.33,1.72,
crop,verb,4.14,2.11,6.12,1.44,
damage,verb,6.22,1.91,2.73,1.72,
trade,noun,4.66,2.12,5.85,1.53,
threat,noun,5.52,2.45,2.88,1.64,
slashed,adj,5,2.32,3.64,2.08,
ambrosia,noun,3.89,2.48,6.9,1.53,
scarf,noun,3.43,2.08,5.11,1.33,
even,adj,4.27,2.46,4.82,2.04,
gymnastic exercise,noun,4.47,1.76,5.05,0.96,
skittish,adj,6.59,2.07,3.29,1.47,
humanistic discipline,noun,3.93,2.29,5.24,2.01,
buddy,noun,4.71,2.68,7.11,2.17,
situation,noun,5.44,3.07,2.74,2.23,
athirst,adj,5.13,2.44,3.58,2.01,
clog,verb,4.93,2.23,2.81,1.52,
secrete,verb,4.97,2.49,6.61,1.78,
unvoiced,adj,5.12,2.19,5.22,1.82,
representation,noun,5.42,2.25,6.62,1.5,
recreation,noun,4.45,2.7,7.44,1.29,
mental disorder,adj,5.13,2.76,4.45,2.23,
faithless,adj,6.2,2.7,2.05,1.55,
cutlery,noun,3.96,1.94,5.29,0.97,
politic,adj,3.29,1.89,4.1,1.08,
article,noun,2.5,1.85,5.2,1.21,
refuse,noun,5.04,2.5,2.98,1.96,
see red,verb,7.63,1.91,2.34,1.32,
transfix,verb,5.83,2.73,7.34,1.68,
imperfect,adj,5.43,2.42,3.05,1.92,
Acheronian,adj,4.28,2.21,4.71,2.36,
strain,verb,6.53,2.1,3.56,1.36,
wood,noun,4.07,2.15,4.64,1.36,
aloof,adj,3.27,2.05,4.88,1.83,
twist,verb,6.26,2.61,2.79,2.12,
public security,noun,2.95,2.55,7.72,1.75,
adulterous,adj,6.2,2.7,2.05,1.55,
fagot,noun,4.76,2.18,6.44,1.43,
godly,adj,4,1.6,5.35,1.21,
bone,noun,4.75,1.85,4.27,1.83,
sunburn,verb,6.22,1.91,2.73,1.72,
elasmobranch,noun,7.16,1.96,3.65,2.47,
unnatural,adj,6.89,2.47,2.29,1.78,
social lion,noun,6.2,2.16,5.57,1.99,
fornicate,verb,5.85,2.93,2.3,2.11,
sleeve,noun,3.59,2.4,5.34,1.82,
stone,noun,4.52,2.37,5.56,1.38,
pastry,noun,4.2,2.4,6.41,1.89,
boo,noun,3.17,2.23,7.27,1.36,
merriment,noun,7.22,2.01,8.37,1.11,
bus topology,noun,3.55,1.8,4.51,1.57,
behind,adv,3.39,2.22,3.93,1.6,
capitulum,noun,4.28,2.53,6.58,1.42,
phonograph needle,noun,5.36,2.89,3.82,1.73,
trait,noun,4.37,2.51,7.65,1.37,
hire,verb,4.38,2.29,5.55,1.4,
ditch,verb,4.12,2.36,3.21,1.87,
public square,noun,3.18,1.76,4.74,1.02,
pique,verb,5.56,2.06,2.76,1.5,
corrupted,adj,4.67,2.35,3.32,2.32,
stop,verb,5,2.32,3.64,2.08,
dominant,adj,6.1,2.19,3.8,2.25,
painfulness,noun,6.5,2.49,2.13,1.81,
gripe,noun,4.9,2.35,4.31,2.18,
sapphic,adj,5.12,2.27,4.67,2.45,
affected role,noun,4.21,2.37,5.29,1.89,
Hel,noun,5.38,2.62,2.24,1.62,
white ant,noun,5.39,2.43,3.58,2.08,
muddy up,verb,4.13,2.13,4.44,2.07,
plug,verb,3.14,2.47,7.57,1.76,
yield,verb,4.7,2.48,4.09,2.21,
interior,adj,4.21,2.94,7.91,1.63,
ablaze,adj,6.63,2.7,7.97,1,
friendly,adj,4.98,2.59,6.88,1.82,
fine-looking,adj,5.95,2.73,7.93,1.47,
gusto,noun,5.59,2.66,6.79,2.04,
hostile,adj,5.11,2.96,8.43,1.08,
training,noun,5.74,2.46,6.69,1.77,
tailor,verb,5,2.32,3.64,2.08,
garment,noun,4.18,2.44,4.51,1.88,
fetid,adj,4.93,2.23,2.81,1.52,
judge,noun,5.47,2.54,7.78,1.35,
hex,verb,4.68,2.23,6.76,1.6,
manner,noun,3.91,2.64,7.52,1.23,
aspiration,noun,5.61,2.92,7.04,1.98,
condom,noun,3.86,2.72,7.07,1.9,
parting,noun,3.82,2.24,5.11,1.78,
moved,adj,4.29,2.45,1.9,1.14,
Virgo,noun,5.51,2.06,6.45,1.76,
present tense,noun,5.12,2.39,6.95,1.85,
important person,noun,5.04,2.66,7.55,1.85,
entire,adj,4.91,2.57,6.58,1.78,
rigid,adj,4.02,2.41,4.68,1.97,
sailor,noun,4.4,2.07,5.95,1.38,
distinguish,verb,7.36,1.91,8.05,1.53,
feel,verb,6.22,1.91,2.73,1.72,
joy,noun,5.44,2.88,8.26,1.04,
courageous,adj,6.15,2.45,7.15,1.64,
romanticist,noun,7.59,2.07,8.32,1,
quixotic,adj,7.59,2.07,8.32,1,
bluish,adj,4.31,2.2,6.76,1.78,
linguistic process,noun,5.03,2.77,1.66,1.34,
maltreatment,noun,6.83,2.7,1.8,1.23,
house,verb,4.21,2.94,7.91,1.63,
underprice,verb,4.12,2.36,3.21,1.87,
haughty,adj,5.04,2.14,3.68,1.9,
wastefulness,noun,4.14,2.3,2.93,1.76,
fellowship,noun,4.8,2.71,7.65,1.55,
airfoil,noun,4.16,1.99,5.44,1.18,
crack,noun,6.83,2.49,2.55,1.78,
pregnancy,noun,6.85,2.03,3.03,2.09,
inquisitive,adj,5.82,1.64,6.08,1.63,
staff,noun,4.14,2.05,3.43,1.62,
rodent,noun,4.95,2.36,3.02,1.66,
amobarbital sodium,noun,4.31,2.2,6.76,1.78,
artillery,noun,7.02,1.84,3.47,2.48,
problem,noun,6.85,2.03,3.03,2.09,
motion,noun,5.53,2.43,2.76,2.06,
consume,verb,5.73,2.09,4.33,2.35,
measuring instrument,noun,7.25,2.25,8.19,1.13,
hoary,adj,3.77,2.16,3.86,1.47,
disregard,noun,4.83,2.31,2.63,1.64,
endanger,verb,5.52,2.45,2.88,1.64,
Wise,noun,3.91,2.64,7.52,1.23,
alone,adj,4.51,2.68,2.17,1.76,
