영화명,달콤하다,신나다,유쾌하다,재미있다,즐겁다,통쾌하다,행복하다,활기있다,황홀하다,감격스럽다,감동적이다,경이롭다,굉장하다,놀라다,대단하다,환상적이다,평온하다,나른하다,지루하다,가슴아프다,서글프다,슬프다,쓸쓸하다,안타깝다,애석하다,격분하다,분노하다,구역질나다,불결하다,잔인하다,공포스럽다,등골이서늘하다,무섭다,무시무시하다,소름끼치다,오싹하다,,MAX,,
셜록홈즈,0.04,0.00,0.04,0.16,0.04,0.01,0.00,0.12,0.01,0.00,0.00,0.01,0.01,0.04,0.07,0.08,0.00,0.02,0.12,0.00,0.00,0.00,0.00,0.05,0.02,0.01,0.03,0.00,0.01,0.00,0.00,0.03,0.00,0.00,0.00,0.04,,0.16,4.00,재미있다
셜록홈즈-그림자게임,0.03,0.00,0.05,0.18,0.05,0.01,0.00,0.06,0.01,0.01,0.01,0.01,0.02,0.03,0.08,0.05,0.01,0.01,0.17,0.00,0.00,0.00,0.00,0.06,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.03,,0.18,4.00,재미있다
소셜네트워크,0.01,0.00,0.01,0.12,0.01,0.00,0.00,0.05,0.01,0.01,0.03,0.01,0.03,0.05,0.09,0.09,0.00,0.01,0.18,0.01,0.01,0.00,0.02,0.07,0.02,0.03,0.05,0.00,0.02,0.01,0.00,0.02,0.00,0.00,0.00,0.02,,0.18,19.00,지루하다
소스코드,0.01,0.00,0.00,0.12,0.01,0.00,0.03,0.06,0.03,0.01,0.09,0.02,0.02,0.08,0.12,0.07,0.00,0.01,0.06,0.00,0.00,0.02,0.01,0.06,0.02,0.00,0.02,0.00,0.00,0.01,0.00,0.04,0.00,0.00,0.02,0.05,,0.12,4.00,재미있다
소원,0.02,0.00,0.00,0.01,0.01,0.00,0.03,0.03,0.03,0.01,0.10,0.00,0.01,0.01,0.06,0.02,0.04,0.01,0.02,0.10,0.01,0.23,0.00,0.05,0.01,0.04,0.08,0.00,0.01,0.03,0.00,0.00,0.01,0.00,0.00,0.00,,0.23,22.00,슬프다
솔트,0.00,0.00,0.00,0.08,0.01,0.03,0.00,0.06,0.02,0.00,0.00,0.00,0.01,0.09,0.07,0.07,0.00,0.03,0.29,0.00,0.00,0.00,0.03,0.05,0.02,0.01,0.02,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.00,0.03,,0.29,19.00,지루하다
수상한고객들,0.03,0.00,0.03,0.13,0.12,0.00,0.04,0.07,0.01,0.01,0.16,0.00,0.01,0.02,0.08,0.03,0.01,0.03,0.06,0.01,0.00,0.03,0.00,0.04,0.02,0.01,0.02,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,,0.16,11.00,감동적이다
수퍼맨리턴즈,0.01,0.00,0.00,0.08,0.02,0.01,0.01,0.08,0.03,0.01,0.04,0.02,0.03,0.02,0.06,0.08,0.01,0.04,0.15,0.01,0.00,0.01,0.01,0.07,0.05,0.02,0.07,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.01,0.01,,0.15,19.00,지루하다
순정만화,0.11,0.00,0.00,0.11,0.03,0.00,0.01,0.06,0.22,0.02,0.04,0.01,0.01,0.01,0.06,0.03,0.01,0.01,0.11,0.00,0.00,0.01,0.01,0.06,0.02,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.22,9.00,황홀하다
숨바꼭질2013,0.01,0.00,0.00,0.05,0.02,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.02,0.08,0.07,0.02,0.01,0.01,0.04,0.01,0.02,0.00,0.01,0.05,0.01,0.02,0.03,0.00,0.02,0.02,0.06,0.09,0.11,0.01,0.04,0.12,,0.12,36.00,오싹하다
쉬즈더맨,0.11,0.01,0.11,0.22,0.11,0.02,0.01,0.03,0.04,0.01,0.02,0.00,0.01,0.01,0.07,0.08,0.00,0.05,0.03,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.22,4.00,재미있다
슈렉3,0.07,0.00,0.04,0.13,0.13,0.01,0.01,0.07,0.01,0.00,0.01,0.00,0.03,0.02,0.03,0.01,0.01,0.02,0.13,0.00,0.01,0.00,0.00,0.10,0.07,0.01,0.03,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.13,4.00,재미있다
슈퍼배드,0.27,0.01,0.02,0.19,0.07,0.00,0.01,0.02,0.04,0.00,0.08,0.00,0.02,0.01,0.10,0.01,0.01,0.02,0.03,0.00,0.00,0.01,0.00,0.03,0.01,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.27,1.00,달콤하다
슈퍼스타감사용,0.01,0.00,0.00,0.06,0.03,0.00,0.13,0.12,0.03,0.01,0.24,0.00,0.02,0.01,0.09,0.04,0.00,0.01,0.03,0.00,0.00,0.05,0.01,0.04,0.01,0.01,0.03,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,,0.24,11.00,감동적이다
슈퍼에이트,0.03,0.00,0.01,0.10,0.03,0.00,0.00,0.09,0.03,0.01,0.03,0.01,0.02,0.04,0.05,0.02,0.01,0.03,0.08,0.00,0.00,0.00,0.03,0.08,0.04,0.03,0.09,0.00,0.03,0.02,0.01,0.04,0.00,0.00,0.02,0.03,,0.10,4.00,재미있다
스노우화이트앤더헌츠맨,0.03,0.00,0.00,0.08,0.02,0.01,0.01,0.07,0.10,0.01,0.01,0.01,0.05,0.06,0.07,0.09,0.01,0.03,0.11,0.00,0.00,0.00,0.01,0.07,0.02,0.02,0.02,0.00,0.01,0.02,0.00,0.02,0.01,0.00,0.00,0.02,,0.11,19.00,지루하다
스승의은혜,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.18,0.02,0.01,0.00,0.02,0.03,0.01,0.01,0.01,0.01,0.04,0.01,0.02,0.03,0.01,0.02,0.21,0.16,0.03,0.06,0.01,0.00,0.02,,0.21,30.00,잔인하다
스위니토드어느잔혹한이발사이야기,0.01,0.00,0.01,0.03,0.01,0.00,0.01,0.04,0.03,0.01,0.01,0.01,0.01,0.04,0.07,0.06,0.00,0.03,0.08,0.00,0.00,0.04,0.02,0.06,0.05,0.05,0.04,0.01,0.01,0.20,0.00,0.02,0.01,0.00,0.01,0.01,,0.20,30.00,잔인하다
스윙걸즈,0.07,0.05,0.22,0.12,0.13,0.01,0.02,0.03,0.03,0.00,0.05,0.00,0.01,0.01,0.06,0.03,0.00,0.03,0.03,0.00,0.00,0.01,0.00,0.03,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.22,3.00,유쾌하다
스카이라인,0.01,0.00,0.00,0.06,0.02,0.01,0.01,0.08,0.01,0.00,0.02,0.01,0.04,0.04,0.07,0.04,0.00,0.01,0.04,0.01,0.00,0.00,0.03,0.10,0.02,0.06,0.10,0.00,0.06,0.01,0.01,0.05,0.01,0.00,0.01,0.04,,0.10,24.00,안타깝다
스켈리톤키,0.00,0.00,0.00,0.04,0.00,0.00,0.01,0.03,0.01,0.00,0.00,0.00,0.01,0.39,0.04,0.02,0.00,0.01,0.04,0.00,0.01,0.01,0.01,0.04,0.01,0.01,0.02,0.00,0.01,0.01,0.08,0.04,0.03,0.01,0.03,0.07,,0.39,14.00,놀라다
스타워즈에피소드3-시스의복수,0.00,0.00,0.00,0.07,0.01,0.01,0.00,0.04,0.02,0.01,0.04,0.04,0.09,0.02,0.24,0.06,0.00,0.00,0.05,0.01,0.01,0.07,0.01,0.06,0.02,0.02,0.06,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.01,,0.24,15.00,대단하다
스타트렉다크니스,0.07,0.01,0.01,0.12,0.03,0.01,0.01,0.07,0.02,0.01,0.02,0.01,0.04,0.03,0.14,0.08,0.01,0.03,0.06,0.00,0.00,0.01,0.00,0.08,0.02,0.01,0.05,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.00,0.01,,0.14,15.00,대단하다
스타트렉더비기닝,0.02,0.01,0.01,0.16,0.04,0.02,0.01,0.10,0.01,0.01,0.01,0.01,0.05,0.03,0.16,0.06,0.01,0.01,0.06,0.00,0.00,0.00,0.00,0.06,0.02,0.01,0.04,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.00,0.03,,0.16,4.00,재미있다
스텝업,0.02,0.07,0.01,0.08,0.06,0.00,0.00,0.05,0.05,0.01,0.03,0.01,0.06,0.01,0.10,0.18,0.00,0.09,0.04,0.00,0.00,0.00,0.00,0.04,0.01,0.01,0.02,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.00,,0.18,16.00,환상적이다
스텝업2-더스트리트,0.03,0.08,0.01,0.11,0.05,0.01,0.00,0.04,0.02,0.00,0.02,0.02,0.06,0.00,0.14,0.14,0.01,0.06,0.05,0.00,0.00,0.00,0.00,0.07,0.02,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.00,,0.14,16.00,환상적이다
스텝업3D,0.05,0.04,0.00,0.08,0.04,0.01,0.00,0.03,0.02,0.00,0.02,0.05,0.05,0.01,0.21,0.11,0.01,0.04,0.03,0.00,0.00,0.00,0.00,0.07,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,,0.21,15.00,대단하다
스텝업4,0.03,0.06,0.01,0.07,0.04,0.02,0.00,0.06,0.03,0.00,0.02,0.03,0.04,0.02,0.15,0.09,0.01,0.04,0.05,0.00,0.00,0.01,0.00,0.08,0.03,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.07,0.00,,0.15,15.00,대단하다
스토커,0.00,0.00,0.00,0.03,0.01,0.00,0.00,0.04,0.09,0.01,0.02,0.02,0.02,0.06,0.06,0.10,0.02,0.02,0.07,0.00,0.01,0.00,0.00,0.06,0.02,0.02,0.04,0.01,0.01,0.07,0.01,0.06,0.01,0.00,0.03,0.06,,0.10,16.00,환상적이다
스파이,0.04,0.01,0.04,0.17,0.21,0.01,0.00,0.07,0.01,0.01,0.01,0.00,0.01,0.01,0.07,0.04,0.01,0.02,0.07,0.00,0.00,0.01,0.00,0.06,0.01,0.02,0.04,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.21,5.00,즐겁다
스파이더맨2,0.02,0.03,0.01,0.14,0.02,0.05,0.00,0.09,0.02,0.01,0.03,0.01,0.05,0.02,0.15,0.07,0.00,0.01,0.06,0.01,0.00,0.01,0.00,0.05,0.03,0.02,0.04,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.04,,0.15,15.00,대단하다
스파이더맨3,0.01,0.00,0.00,0.11,0.03,0.01,0.00,0.09,0.02,0.00,0.03,0.00,0.03,0.01,0.07,0.05,0.00,0.02,0.14,0.00,0.00,0.01,0.01,0.09,0.05,0.03,0.09,0.00,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.02,,0.14,19.00,지루하다
스플라이스,0.00,0.00,0.00,0.04,0.00,0.00,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.10,0.03,0.02,0.00,0.02,0.03,0.01,0.01,0.01,0.01,0.08,0.02,0.04,0.09,0.19,0.04,0.02,0.03,0.03,0.03,0.00,0.01,0.03,,0.19,28.00,구역질나다
슬픔보다더슬픈이야기,0.01,0.00,0.00,0.02,0.00,0.00,0.01,0.03,0.13,0.02,0.07,0.00,0.01,0.03,0.05,0.02,0.00,0.04,0.03,0.03,0.00,0.39,0.00,0.04,0.01,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.39,22.00,슬프다
시간을달리는소녀,0.03,0.00,0.01,0.13,0.01,0.00,0.01,0.04,0.06,0.01,0.23,0.01,0.02,0.02,0.14,0.05,0.01,0.01,0.03,0.01,0.00,0.05,0.00,0.04,0.03,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.23,11.00,감동적이다
시라노연애조작단,0.03,0.01,0.05,0.20,0.09,0.00,0.02,0.06,0.13,0.01,0.04,0.00,0.02,0.03,0.07,0.02,0.01,0.02,0.06,0.01,0.00,0.02,0.00,0.05,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,4.00,재미있다
시실리2km,0.01,0.01,0.02,0.15,0.22,0.01,0.00,0.04,0.01,0.00,0.01,0.01,0.01,0.03,0.06,0.01,0.01,0.00,0.03,0.00,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.00,0.01,0.01,0.08,0.03,0.05,0.06,0.00,0.01,,0.22,5.00,즐겁다
시체가돌아왔다,0.03,0.01,0.06,0.14,0.24,0.02,0.01,0.05,0.01,0.01,0.01,0.00,0.02,0.02,0.10,0.02,0.00,0.01,0.07,0.00,0.00,0.01,0.00,0.06,0.01,0.02,0.04,0.00,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.01,,0.24,5.00,즐겁다
시크릿,0.00,0.00,0.00,0.08,0.01,0.00,0.00,0.06,0.01,0.00,0.00,0.00,0.01,0.23,0.07,0.06,0.00,0.04,0.05,0.00,0.00,0.00,0.01,0.07,0.02,0.01,0.02,0.00,0.01,0.02,0.00,0.07,0.00,0.00,0.01,0.11,,0.23,14.00,놀라다
식객,0.02,0.00,0.01,0.17,0.08,0.00,0.01,0.06,0.01,0.01,0.16,0.00,0.02,0.01,0.08,0.02,0.00,0.03,0.04,0.00,0.00,0.10,0.00,0.07,0.02,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.17,4.00,재미있다
식객김치전쟁,0.00,0.00,0.01,0.08,0.04,0.00,0.01,0.05,0.03,0.02,0.14,0.00,0.02,0.02,0.06,0.02,0.00,0.03,0.13,0.01,0.00,0.06,0.01,0.10,0.05,0.03,0.04,0.00,0.02,0.00,0.00,0.02,0.00,0.00,0.00,0.01,,0.14,11.00,감동적이다
신기전,0.01,0.01,0.02,0.16,0.05,0.10,0.01,0.05,0.02,0.01,0.08,0.01,0.02,0.01,0.12,0.04,0.00,0.01,0.05,0.00,0.00,0.02,0.01,0.06,0.01,0.02,0.04,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.02,0.01,,0.16,4.00,재미있다
신데렐라맨,0.01,0.00,0.00,0.02,0.00,0.00,0.02,0.05,0.03,0.02,0.27,0.03,0.02,0.01,0.16,0.06,0.00,0.06,0.04,0.01,0.00,0.06,0.00,0.03,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.01,0.01,,0.27,11.00,감동적이다
신들의전쟁,0.00,0.00,0.00,0.09,0.01,0.02,0.00,0.09,0.01,0.00,0.01,0.01,0.02,0.01,0.06,0.05,0.00,0.01,0.08,0.00,0.00,0.01,0.01,0.12,0.04,0.07,0.05,0.01,0.04,0.11,0.00,0.02,0.00,0.00,0.00,0.01,,0.12,24.00,안타깝다
신세계,0.03,0.00,0.00,0.09,0.01,0.00,0.01,0.04,0.01,0.01,0.02,0.02,0.03,0.05,0.18,0.11,0.01,0.02,0.04,0.00,0.00,0.01,0.00,0.05,0.01,0.02,0.03,0.00,0.01,0.10,0.00,0.05,0.01,0.00,0.02,0.01,,0.18,15.00,대단하다
신화-진시황릉의비밀,0.01,0.00,0.01,0.13,0.02,0.00,0.00,0.05,0.12,0.01,0.06,0.00,0.02,0.01,0.06,0.07,0.01,0.01,0.05,0.00,0.00,0.02,0.03,0.11,0.05,0.03,0.06,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.13,4.00,재미있다
실버라이닝플레이북,0.02,0.00,0.03,0.05,0.04,0.01,0.02,0.05,0.13,0.02,0.04,0.01,0.01,0.03,0.04,0.08,0.18,0.02,0.05,0.03,0.02,0.01,0.00,0.03,0.01,0.01,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,0.18,17.00,평온하다
실종,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.02,0.04,0.02,0.00,0.02,0.03,0.01,0.01,0.00,0.01,0.05,0.01,0.03,0.07,0.05,0.03,0.21,0.02,0.06,0.07,0.00,0.03,0.11,,0.21,30.00,잔인하다
심야의FM,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.04,0.01,0.01,0.01,0.00,0.02,0.04,0.07,0.06,0.00,0.03,0.07,0.00,0.00,0.00,0.01,0.06,0.02,0.02,0.04,0.00,0.01,0.03,0.01,0.16,0.03,0.00,0.02,0.16,,0.16,36.00,오싹하다
심장이뛴다,0.01,0.00,0.00,0.05,0.01,0.00,0.02,0.05,0.02,0.01,0.09,0.01,0.02,0.02,0.10,0.04,0.00,0.03,0.10,0.01,0.00,0.08,0.00,0.06,0.03,0.03,0.04,0.01,0.02,0.02,0.00,0.06,0.01,0.00,0.02,0.05,,0.10,15.00,대단하다
싸움의기술,0.01,0.00,0.02,0.15,0.07,0.05,0.00,0.06,0.01,0.00,0.03,0.00,0.01,0.02,0.06,0.06,0.00,0.01,0.03,0.01,0.00,0.01,0.01,0.07,0.01,0.10,0.03,0.00,0.09,0.08,0.00,0.00,0.00,0.00,0.00,0.00,,0.15,4.00,재미있다
싸이보그지만괜찮아,0.05,0.00,0.02,0.08,0.04,0.00,0.01,0.05,0.06,0.00,0.03,0.00,0.01,0.04,0.03,0.02,0.01,0.01,0.10,0.01,0.00,0.02,0.03,0.12,0.06,0.05,0.06,0.01,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.12,24.00,안타깝다
쌍화점,0.00,0.00,0.00,0.06,0.03,0.00,0.00,0.05,0.13,0.01,0.04,0.01,0.02,0.06,0.07,0.05,0.00,0.02,0.04,0.04,0.00,0.07,0.01,0.09,0.04,0.03,0.03,0.01,0.01,0.02,0.00,0.02,0.00,0.00,0.00,0.01,,0.13,9.00,황홀하다
써니,0.03,0.01,0.03,0.16,0.10,0.00,0.03,0.04,0.02,0.01,0.14,0.01,0.02,0.01,0.16,0.02,0.00,0.01,0.03,0.00,0.00,0.05,0.00,0.06,0.02,0.01,0.03,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.16,15.00,대단하다
써로게이트,0.00,0.00,0.00,0.11,0.01,0.00,0.01,0.08,0.01,0.01,0.02,0.00,0.02,0.10,0.05,0.03,0.00,0.03,0.12,0.01,0.01,0.00,0.05,0.12,0.05,0.02,0.05,0.00,0.01,0.01,0.00,0.02,0.02,0.00,0.00,0.04,,0.12,19.00,지루하다
써커펀치,0.03,0.02,0.00,0.05,0.03,0.01,0.01,0.05,0.03,0.01,0.02,0.02,0.03,0.06,0.08,0.08,0.01,0.01,0.04,0.01,0.00,0.03,0.00,0.07,0.02,0.06,0.06,0.00,0.09,0.02,0.01,0.01,0.00,0.00,0.01,0.02,,0.09,29.00,불결하다
쏘우,0.00,0.00,0.00,0.03,0.01,0.00,0.01,0.02,0.00,0.00,0.00,0.01,0.03,0.44,0.07,0.02,0.00,0.01,0.04,0.00,0.00,0.00,0.01,0.03,0.01,0.01,0.02,0.00,0.01,0.07,0.02,0.03,0.01,0.00,0.02,0.07,,0.44,14.00,놀라다
쏘우2,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.01,0.03,0.34,0.07,0.01,0.00,0.00,0.03,0.01,0.00,0.00,0.01,0.03,0.02,0.01,0.01,0.01,0.01,0.11,0.02,0.04,0.02,0.00,0.02,0.07,,0.34,14.00,놀라다
쏘우3,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.01,0.03,0.20,0.04,0.01,0.00,0.01,0.04,0.01,0.00,0.00,0.00,0.04,0.04,0.03,0.03,0.05,0.02,0.31,0.01,0.02,0.01,0.00,0.01,0.03,,0.31,30.00,잔인하다
씬시티,0.00,0.00,0.00,0.05,0.01,0.01,0.00,0.04,0.05,0.01,0.01,0.01,0.03,0.10,0.12,0.12,0.00,0.00,0.05,0.01,0.00,0.01,0.01,0.04,0.02,0.02,0.03,0.02,0.01,0.19,0.00,0.00,0.00,0.00,0.00,0.01,,0.19,30.00,잔인하다
아기와나,0.22,0.00,0.01,0.19,0.09,0.00,0.00,0.03,0.05,0.01,0.07,0.00,0.01,0.01,0.08,0.04,0.01,0.01,0.03,0.00,0.00,0.03,0.00,0.05,0.01,0.01,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.22,1.00,달콤하다
아내가결혼했다,0.02,0.00,0.03,0.07,0.03,0.01,0.01,0.02,0.14,0.01,0.01,0.00,0.01,0.05,0.03,0.03,0.00,0.01,0.04,0.01,0.00,0.01,0.01,0.06,0.01,0.09,0.10,0.03,0.13,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.14,9.00,황홀하다
아는여자,0.07,0.00,0.07,0.12,0.09,0.00,0.02,0.03,0.19,0.01,0.04,0.01,0.01,0.03,0.12,0.05,0.01,0.01,0.03,0.00,0.00,0.01,0.00,0.03,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,0.19,9.00,황홀하다
아라한장풍대작전,0.03,0.02,0.08,0.18,0.09,0.05,0.00,0.06,0.02,0.01,0.01,0.01,0.03,0.03,0.08,0.08,0.00,0.01,0.05,0.00,0.00,0.00,0.01,0.06,0.01,0.02,0.03,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,,0.18,4.00,재미있다
아랑,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.02,0.01,0.00,0.01,0.00,0.01,0.14,0.03,0.01,0.00,0.03,0.02,0.02,0.02,0.05,0.00,0.04,0.01,0.01,0.01,0.00,0.00,0.00,0.27,0.00,0.14,0.07,0.00,0.02,,0.27,31.00,공포스럽다
아르고,0.00,0.00,0.01,0.05,0.00,0.00,0.01,0.04,0.01,0.01,0.03,0.02,0.02,0.03,0.08,0.04,0.00,0.02,0.08,0.00,0.00,0.00,0.00,0.04,0.01,0.02,0.03,0.00,0.01,0.02,0.00,0.31,0.01,0.00,0.00,0.08,,0.31,32.00,등골이서늘하다
아바타,0.01,0.00,0.00,0.11,0.01,0.00,0.01,0.04,0.04,0.01,0.04,0.03,0.04,0.03,0.22,0.06,0.01,0.04,0.08,0.02,0.00,0.01,0.00,0.08,0.02,0.01,0.03,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.01,0.01,,0.22,15.00,대단하다
아빠가여자를좋아해,0.05,0.00,0.05,0.16,0.12,0.00,0.02,0.07,0.10,0.01,0.07,0.00,0.01,0.04,0.05,0.03,0.00,0.02,0.06,0.00,0.00,0.01,0.01,0.07,0.01,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.16,4.00,재미있다
"아이,로봇",0.02,0.01,0.00,0.19,0.03,0.01,0.01,0.04,0.01,0.01,0.06,0.01,0.03,0.04,0.11,0.10,0.00,0.04,0.06,0.00,0.01,0.01,0.01,0.05,0.01,0.01,0.05,0.00,0.00,0.01,0.00,0.01,0.02,0.00,0.01,0.03,,0.19,4.00,재미있다
아이들,0.00,0.00,0.00,0.04,0.01,0.00,0.01,0.05,0.01,0.00,0.04,0.00,0.02,0.02,0.03,0.02,0.01,0.01,0.14,0.07,0.01,0.07,0.01,0.08,0.03,0.02,0.09,0.01,0.02,0.06,0.00,0.04,0.03,0.00,0.01,0.03,,0.14,19.00,지루하다
아이언맨,0.04,0.01,0.02,0.20,0.04,0.03,0.00,0.09,0.01,0.00,0.01,0.01,0.03,0.02,0.14,0.08,0.00,0.02,0.06,0.00,0.00,0.00,0.01,0.06,0.01,0.02,0.02,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.03,,0.20,4.00,재미있다
아이언맨2,0.01,0.01,0.02,0.14,0.04,0.01,0.00,0.11,0.01,0.00,0.01,0.00,0.02,0.01,0.06,0.04,0.00,0.01,0.14,0.00,0.00,0.00,0.06,0.08,0.06,0.04,0.06,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.14,19.00,지루하다
아이언맨3,0.08,0.01,0.02,0.13,0.02,0.01,0.01,0.08,0.02,0.00,0.01,0.01,0.04,0.03,0.15,0.06,0.01,0.01,0.05,0.00,0.00,0.00,0.01,0.06,0.04,0.02,0.04,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.01,0.01,,0.15,15.00,대단하다
아이엠넘버포,0.02,0.00,0.00,0.17,0.02,0.01,0.00,0.16,0.02,0.00,0.01,0.01,0.02,0.03,0.07,0.05,0.01,0.03,0.08,0.00,0.00,0.00,0.02,0.06,0.02,0.03,0.05,0.00,0.02,0.01,0.00,0.02,0.00,0.00,0.00,0.04,,0.17,4.00,재미있다
아일랜드,0.01,0.00,0.00,0.14,0.02,0.03,0.01,0.05,0.03,0.01,0.03,0.01,0.03,0.05,0.14,0.06,0.00,0.03,0.06,0.00,0.00,0.01,0.02,0.07,0.02,0.01,0.04,0.00,0.00,0.02,0.01,0.03,0.02,0.00,0.01,0.05,,0.14,4.00,재미있다
아저씨,0.02,0.00,0.00,0.07,0.01,0.04,0.01,0.03,0.03,0.01,0.05,0.02,0.02,0.02,0.21,0.15,0.00,0.02,0.02,0.00,0.00,0.02,0.00,0.04,0.01,0.02,0.03,0.00,0.01,0.11,0.00,0.01,0.01,0.00,0.01,0.01,,0.21,15.00,대단하다
아파트,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.04,0.01,0.00,0.00,0.00,0.01,0.05,0.02,0.01,0.00,0.01,0.03,0.05,0.03,0.00,0.01,0.06,0.03,0.02,0.03,0.00,0.02,0.01,0.20,0.02,0.19,0.07,0.01,0.01,,0.20,31.00,공포스럽다
아포칼립토,0.00,0.00,0.00,0.07,0.01,0.01,0.00,0.05,0.01,0.01,0.01,0.01,0.02,0.04,0.10,0.06,0.00,0.01,0.04,0.00,0.00,0.01,0.02,0.04,0.01,0.02,0.02,0.01,0.01,0.18,0.02,0.11,0.01,0.00,0.00,0.09,,0.18,30.00,잔인하다
악마는프라다를입는다,0.02,0.00,0.03,0.17,0.09,0.01,0.01,0.06,0.10,0.01,0.04,0.01,0.02,0.02,0.07,0.10,0.00,0.04,0.05,0.00,0.00,0.00,0.01,0.05,0.01,0.01,0.05,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.17,4.00,재미있다
악마를보았다,0.00,0.00,0.00,0.03,0.01,0.02,0.00,0.01,0.01,0.00,0.01,0.01,0.02,0.02,0.07,0.03,0.00,0.01,0.02,0.01,0.01,0.01,0.00,0.04,0.01,0.09,0.10,0.02,0.02,0.29,0.01,0.03,0.03,0.00,0.02,0.04,,0.29,30.00,잔인하다
알투비리턴투베이스,0.03,0.01,0.02,0.12,0.04,0.03,0.01,0.09,0.02,0.01,0.06,0.01,0.02,0.02,0.08,0.06,0.01,0.04,0.05,0.00,0.00,0.02,0.00,0.07,0.01,0.03,0.05,0.00,0.02,0.01,0.00,0.02,0.00,0.00,0.00,0.04,,0.12,4.00,재미있다
알포인트,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.02,0.00,0.00,0.01,0.00,0.03,0.04,0.08,0.02,0.00,0.00,0.02,0.00,0.03,0.00,0.01,0.03,0.01,0.01,0.01,0.00,0.00,0.01,0.31,0.06,0.13,0.06,0.03,0.02,,0.31,31.00,공포스럽다
