영화명,달콤하다,신나다,유쾌하다,재미있다,즐겁다,통쾌하다,행복하다,활기있다,황홀하다,감격스럽다,감동적이다,경이롭다,굉장하다,놀라다,대단하다,환상적이다,평온하다,나른하다,지루하다,가슴아프다,서글프다,슬프다,쓸쓸하다,안타깝다,애석하다,격분하다,분노하다,구역질나다,불결하다,잔인하다,공포스럽다,등골이서늘하다,무섭다,무시무시하다,소름끼치다,오싹하다
영웅샐러멘더의비밀,0.02,0,0.01,0.04,0.01,0,0.04,0.05,0.03,0.03,0.08,0.02,0.04,0.02,0.22,0.03,0.01,0,0.02,0,0,0.1,0,0.04,0.01,0.03,0.06,0,0.03,0.02,0,0.01,0,0,0.01,0.01
영화는영화다,0.02,0,0.01,0.09,0.03,0,0,0.05,0.02,0.01,0.02,0.01,0.03,0.03,0.14,0.31,0,0.01,0.03,0,0,0.01,0.01,0.05,0.01,0.02,0.03,0,0.01,0.02,0,0.01,0,0,0.02,0
예스맨,0.03,0.01,0.12,0.17,0.18,0.01,0.02,0.05,0.04,0.01,0.03,0,0.01,0.01,0.1,0.02,0,0.02,0.04,0,0,0,0,0.05,0.03,0.01,0.02,0,0,0,0,0,0,0,0,0
예의없는것들,0.02,0,0.01,0.11,0.05,0.01,0.01,0.07,0.03,0.01,0.04,0.01,0.01,0.03,0.06,0.07,0,0.02,0.09,0.01,0,0.07,0.01,0.08,0.02,0.03,0.04,0,0.02,0.05,0,0,0,0,0,0.01
오감도,0.01,0,0.01,0.03,0.01,0,0,0.04,0.03,0,0.01,0.01,0.02,0.02,0.03,0.01,0,0.01,0.08,0.01,0,0.01,0,0.17,0.04,0.1,0.15,0.01,0.12,0.01,0.01,0.01,0,0,0,0
오로라공주,0,0,0,0.04,0,0.02,0,0.05,0.01,0.01,0.02,0.01,0.02,0.04,0.07,0.03,0,0.02,0.03,0.04,0,0.12,0.01,0.05,0.01,0.1,0.03,0,0,0.15,0.01,0.01,0.02,0,0.02,0.06
오만과편견,0.05,0,0.01,0.05,0.02,0,0.02,0.05,0.27,0.02,0.08,0.03,0.01,0.01,0.08,0.11,0.01,0.01,0.07,0,0,0.01,0,0.03,0.01,0.01,0.02,0,0,0,0,0,0.01,0,0,0
오션스13,0.02,0.01,0.09,0.11,0.07,0.09,0,0.05,0.01,0,0,0,0.03,0.03,0.05,0.07,0,0.02,0.15,0,0,0,0.01,0.06,0.03,0.03,0.02,0,0,0,0,0.02,0,0,0,0.03
오싹한연애,0.06,0.01,0.01,0.13,0.05,0,0,0.02,0.05,0.01,0.02,0,0.01,0.03,0.07,0.03,0,0.01,0.02,0,0.03,0.02,0,0.03,0.01,0,0.01,0,0,0,0.07,0.03,0.16,0.09,0,0.01
오직그대만,0.03,0,0,0.03,0.01,0,0.04,0.02,0.21,0.03,0.13,0,0.01,0.01,0.08,0.05,0,0.08,0.02,0.02,0,0.15,0,0.03,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0
오퍼나지-비밀의계단,0.01,0,0,0.03,0,0,0.01,0.02,0.02,0,0.04,0,0.01,0.08,0.05,0.01,0,0.01,0.05,0.01,0.02,0.07,0.01,0.03,0.01,0.01,0.01,0,0.01,0.02,0.13,0.08,0.11,0.01,0.01,0.1
오펀천사의비밀,0.03,0,0,0.04,0,0,0,0.02,0.01,0,0,0.01,0.02,0.18,0.09,0.02,0,0.01,0.02,0,0.02,0,0,0.02,0,0.01,0.02,0,0.01,0.03,0.11,0.06,0.1,0.02,0.04,0.08
오페라의유령,0.02,0,0,0.04,0.01,0,0.01,0.03,0.09,0.01,0.13,0.02,0.06,0.01,0.11,0.13,0.01,0,0.12,0.01,0,0.03,0,0.05,0.02,0.01,0.02,0,0,0,0,0.01,0,0,0.02,0.01
올드미스다이어리-극장판,0.07,0.01,0.05,0.16,0.16,0.01,0.03,0.07,0.05,0.01,0.05,0,0.01,0.01,0.09,0.04,0,0,0.03,0.01,0,0.03,0,0.06,0.02,0.01,0.01,0,0,0,0,0,0,0,0,0
완득이,0.05,0,0.08,0.15,0.13,0,0.03,0.04,0.02,0.01,0.1,0,0.01,0.01,0.1,0.03,0.01,0.01,0.05,0,0,0.02,0.01,0.05,0.01,0.01,0.02,0,0.04,0,0,0,0,0,0,0
왕의남자,0.03,0,0,0.08,0.03,0,0.01,0.08,0.04,0.01,0.15,0.01,0.02,0.03,0.16,0.06,0,0,0.03,0.01,0,0.08,0.01,0.07,0.02,0,0.02,0,0,0.01,0,0,0,0,0,0.01
용서는없다,0,0,0,0.05,0,0,0,0.02,0.01,0.01,0.01,0.01,0.01,0.29,0.09,0.02,0,0.02,0.05,0.01,0.01,0.02,0,0.04,0.01,0.04,0.04,0.01,0.01,0.07,0,0.03,0.01,0,0.04,0.07
용의자X의헌신,0.01,0,0,0.08,0,0,0.01,0.03,0.11,0.01,0.09,0.01,0.02,0.08,0.1,0.04,0.01,0.01,0.05,0.01,0,0.07,0.01,0.05,0.02,0.03,0.02,0,0,0.02,0,0.03,0,0,0.01,0.06
우리들의행복한시간,0.01,0,0,0.02,0.01,0,0.05,0.03,0.05,0.02,0.11,0,0.01,0.01,0.06,0.02,0.01,0.01,0.06,0.04,0,0.36,0,0.05,0.02,0.01,0.01,0,0,0.01,0,0,0.01,0,0,0
우리집에왜왔니,0.02,0,0.01,0.07,0.03,0,0.03,0.05,0.16,0.02,0.11,0,0.01,0.04,0.06,0.05,0.01,0.01,0.06,0.02,0.01,0.07,0.01,0.07,0.01,0.01,0.03,0,0,0.01,0,0,0,0,0,0.01
우리형,0.03,0,0,0.05,0.01,0,0.02,0.04,0.04,0.01,0.22,0,0.01,0.02,0.06,0.04,0,0.04,0.04,0.02,0,0.18,0,0.06,0.02,0.01,0.02,0,0.01,0.02,0,0,0,0,0,0
우아한세계,0,0,0.01,0.06,0.05,0.01,0.03,0.04,0.1,0.02,0.07,0,0.02,0.03,0.1,0.03,0,0.01,0.06,0.02,0.02,0.1,0.04,0.05,0.02,0.02,0.03,0,0.02,0.02,0,0.01,0.01,0,0,0.01
우주전쟁,0.01,0,0,0.08,0.01,0,0,0.05,0.01,0.01,0.01,0.01,0.02,0.02,0.06,0.02,0,0.01,0.03,0,0.01,0,0.16,0.07,0.05,0.03,0.05,0,0.02,0.02,0.05,0.08,0.03,0,0.01,0.05
울지마톤즈,0.02,0,0,0,0,0,0.13,0.01,0.18,0.02,0.25,0.01,0,0,0.05,0.01,0,0,0.02,0.02,0,0.16,0,0.03,0.02,0.01,0.02,0,0,0,0,0,0,0,0,0
워낭소리,0.01,0,0,0.02,0.03,0,0.04,0.03,0.04,0.03,0.27,0,0.01,0.01,0.06,0.01,0.01,0,0.05,0.02,0.01,0.22,0,0.04,0.02,0.01,0.03,0,0.01,0.02,0,0,0,0,0,0
원더풀라디오,0.02,0,0.03,0.11,0.08,0,0.01,0.03,0.14,0.01,0.15,0,0.01,0.01,0.07,0.02,0.01,0.07,0.07,0.01,0,0.04,0,0.05,0.01,0.01,0.02,0,0.01,0,0,0,0,0,0,0
원탁의천사,0.02,0.01,0.01,0.14,0.12,0,0,0.08,0.02,0.01,0.2,0,0.01,0.01,0.05,0.01,0,0.02,0.03,0,0,0.11,0,0.05,0.01,0.01,0.03,0,0.03,0,0,0,0,0,0,0
원피스극장판10기-스트롱월드,0.04,0.01,0.01,0.18,0.02,0.01,0,0.04,0.03,0.01,0.02,0.01,0.06,0.01,0.2,0.08,0,0.01,0.03,0,0,0,0,0.06,0.03,0.03,0.04,0,0.01,0.01,0,0,0,0,0.01,0
월드워Z,0.01,0,0,0.06,0.01,0.01,0,0.04,0,0,0.01,0,0.03,0.03,0.05,0.03,0,0.01,0.03,0,0.01,0,0.03,0.05,0.02,0.01,0.02,0,0.01,0.02,0.01,0.1,0.02,0,0.31,0.05
웜바디스,0.04,0,0.02,0.07,0.04,0,0.01,0.05,0.09,0.01,0.02,0,0.01,0.04,0.02,0.04,0.01,0.02,0.03,0,0.01,0,0,0.03,0.01,0.01,0.04,0,0,0.01,0.01,0.01,0.02,0,0.29,0.01
웨딩드레스,0.01,0,0,0.02,0,0,0.01,0.01,0.03,0.02,0.14,0,0.01,0.01,0.06,0.01,0,0.07,0.02,0.02,0,0.48,0,0.02,0.02,0,0.01,0,0,0.01,0,0,0,0,0,0
웰컴투동막골,0.03,0,0.02,0.1,0.11,0,0.02,0.04,0.05,0.01,0.2,0,0.02,0.01,0.09,0.03,0.01,0.01,0.04,0.02,0,0.07,0,0.04,0.01,0.01,0.02,0,0.01,0.01,0,0,0,0,0,0
위험한상견례,0.04,0.01,0.04,0.17,0.22,0.01,0.01,0.05,0.02,0,0.02,0,0.01,0.02,0.07,0.02,0.01,0.04,0.07,0.01,0,0.01,0,0.06,0.01,0.01,0.03,0,0.02,0,0,0,0,0,0,0
유감스러운도시,0.01,0,0.01,0.16,0.19,0,0,0.04,0,0,0.02,0,0.01,0.01,0.03,0.01,0,0.03,0.07,0,0,0.01,0.01,0.07,0.16,0.02,0.04,0,0.07,0,0,0.01,0,0,0,0
육혈포강도단,0.01,0.01,0.03,0.15,0.21,0.01,0.01,0.05,0,0.01,0.1,0,0.01,0.01,0.08,0.01,0.01,0.02,0.04,0.01,0,0.08,0.01,0.05,0.01,0.01,0.03,0,0.02,0.01,0,0,0,0,0,0
은밀하게위대하게,0.16,0,0.01,0.11,0.03,0,0.01,0.07,0.02,0.01,0.06,0.01,0.02,0.01,0.08,0.05,0.01,0.01,0.07,0,0,0.03,0.01,0.09,0.03,0.02,0.03,0,0.02,0.01,0,0.01,0,0,0,0
음란서생,0.01,0,0.05,0.11,0.1,0,0.01,0.07,0.07,0.01,0.01,0,0.01,0.04,0.05,0.02,0,0.01,0.17,0,0,0.01,0.01,0.08,0.04,0.02,0.03,0,0.01,0.01,0,0,0,0,0,0.01
음치클리닉,0.09,0.01,0.04,0.13,0.16,0,0.01,0.05,0.05,0.01,0.03,0,0.01,0.02,0.04,0.04,0.01,0.05,0.08,0.01,0,0.01,0,0.07,0.01,0.02,0.04,0,0.02,0,0,0,0,0,0,0
의뢰인,0.02,0,0.01,0.09,0.01,0,0,0.04,0.01,0,0,0.01,0.02,0.18,0.1,0.06,0,0.08,0.07,0,0,0,0.01,0.05,0.01,0.01,0.01,0,0,0.01,0,0.05,0.01,0,0.06,0.07
의형제,0.03,0,0.01,0.16,0.06,0,0.04,0.05,0.02,0.02,0.08,0.01,0.02,0.02,0.16,0.08,0.01,0.01,0.04,0,0,0.02,0,0.06,0.01,0.01,0.02,0,0.01,0.01,0,0.02,0,0,0,0.03
이글아이,0,0,0,0.12,0.01,0.01,0.01,0.05,0.01,0,0.01,0,0.02,0.03,0.09,0.04,0,0.04,0.09,0,0,0,0.05,0.07,0.02,0.01,0.03,0,0.01,0.02,0,0.09,0.01,0,0,0.13
이끼,0.01,0,0.01,0.09,0.01,0,0,0.05,0,0.01,0,0.01,0.02,0.08,0.07,0.04,0,0.01,0.11,0,0,0,0.01,0.08,0.04,0.02,0.03,0,0.02,0.01,0,0.11,0.01,0,0.02,0.07
이상한나라의앨리스,0.04,0,0.01,0.18,0.04,0,0.01,0.09,0.03,0.01,0.01,0.01,0.02,0.02,0.07,0.07,0.01,0.02,0.1,0.01,0,0,0.01,0.09,0.05,0.02,0.04,0,0.01,0.01,0,0,0.01,0,0,0.01
이웃사람,0.01,0,0.01,0.09,0.04,0.02,0,0.04,0,0,0.02,0,0.02,0.02,0.05,0.04,0.01,0.02,0.06,0.01,0.01,0.02,0.01,0.06,0.02,0.02,0.03,0,0.01,0.05,0.03,0.08,0.06,0.01,0.01,0.13
이장과군수,0.01,0,0.02,0.15,0.2,0.01,0.01,0.06,0.01,0.01,0.1,0,0.02,0.01,0.04,0.01,0,0.02,0.08,0.01,0,0.03,0.01,0.08,0.03,0.01,0.02,0,0.07,0,0,0,0,0,0,0
이층의악당,0.02,0.01,0.08,0.17,0.21,0.01,0.01,0.05,0.01,0.01,0.01,0,0.02,0.02,0.08,0.03,0.01,0.01,0.05,0,0,0.01,0.02,0.07,0.01,0.01,0.03,0,0.01,0.01,0.02,0.01,0,0,0,0.01
이클립스,0.05,0,0,0.16,0.02,0,0,0.09,0.04,0,0.01,0,0.04,0.01,0.1,0.08,0,0.01,0.1,0,0,0,0.01,0.07,0.05,0.05,0.03,0,0.02,0.01,0,0.01,0,0,0,0.02
이태원살인사건,0,0,0.01,0.06,0.01,0,0.01,0.04,0.01,0,0.02,0,0.01,0.02,0.03,0.03,0.01,0.01,0.12,0.02,0,0.01,0.03,0.13,0.04,0.05,0.1,0,0.04,0.07,0,0.04,0.02,0,0.01,0.04
이터널선샤인,0.01,0,0,0.02,0.01,0,0.02,0.03,0.29,0.02,0.08,0.01,0.01,0.05,0.11,0.05,0.01,0.01,0.06,0.05,0,0.05,0,0.03,0.03,0.01,0.02,0,0,0.01,0,0,0,0,0,0.01
이프온리,0.01,0,0,0.02,0,0,0.02,0.02,0.26,0.01,0.18,0,0.01,0.01,0.09,0.03,0,0.03,0.02,0.01,0,0.15,0,0.03,0.03,0.01,0.01,0,0,0.01,0,0,0,0,0,0
익스펜더블,0.01,0.02,0.01,0.06,0.04,0.14,0.01,0.06,0.01,0.01,0.01,0,0.03,0.01,0.09,0.04,0,0.02,0.06,0,0,0,0,0.09,0.03,0.05,0.12,0,0.02,0.04,0,0,0,0,0,0.01
익스펜더블2,0,0.02,0.03,0.06,0.05,0.08,0.01,0.05,0.01,0.01,0.01,0.01,0.03,0.01,0.09,0.05,0.01,0.04,0.05,0,0,0.01,0,0.06,0.02,0.04,0.13,0,0.02,0.03,0,0.02,0,0,0,0.01
인디아나존스크리스탈해골의왕국,0.02,0.01,0.03,0.14,0.05,0.01,0.01,0.1,0.01,0.01,0.01,0,0.03,0.02,0.08,0.04,0,0.02,0.09,0,0,0,0.04,0.07,0.08,0.02,0.07,0,0.01,0,0,0.01,0,0,0,0.03
인류멸망보고서,0,0,0.02,0.05,0.03,0,0.02,0.03,0.01,0,0.02,0.01,0.02,0.05,0.04,0.03,0,0.01,0.07,0,0.01,0.01,0.01,0.11,0.03,0.14,0.08,0,0.12,0.01,0.01,0,0.01,0,0.06,0
인베이젼,0.01,0,0,0.07,0,0,0.01,0.03,0.05,0,0,0,0.01,0.03,0.04,0.03,0,0.02,0.05,0,0.01,0,0.08,0.06,0.02,0.01,0.03,0.01,0.01,0.01,0.02,0.12,0.03,0,0.08,0.15
인사동스캔들,0.01,0,0.02,0.13,0.02,0.04,0,0.06,0.01,0.01,0.01,0.01,0.01,0.19,0.1,0.06,0,0.02,0.08,0,0,0,0,0.07,0.02,0.01,0.02,0,0.01,0.01,0,0.04,0,0,0,0.02
인셉션,0,0,0,0.08,0.01,0,0.01,0.12,0.01,0.01,0.02,0.03,0.03,0.14,0.21,0.04,0,0.01,0.07,0.01,0,0,0,0.04,0.01,0.01,0.03,0,0.01,0,0,0.02,0,0,0.03,0.02
인시디어스,0,0,0,0.03,0.01,0,0,0.02,0,0,0,0,0.02,0.11,0.03,0.02,0,0.02,0.02,0,0.03,0,0.01,0.02,0.01,0.01,0.04,0,0,0.01,0.24,0.06,0.15,0.07,0.03,0.02
인크레더블,0.05,0.03,0.06,0.22,0.09,0.02,0,0.04,0.01,0,0.01,0.02,0.03,0.03,0.18,0.03,0.01,0.01,0.04,0,0,0,0,0.03,0.01,0.01,0.03,0,0,0.01,0,0,0,0,0,0.01
인크레더블헐크,0.02,0.01,0,0.15,0.03,0.04,0.01,0.09,0.04,0.01,0.01,0.01,0.03,0.03,0.1,0.06,0,0.02,0.06,0.01,0,0.01,0.01,0.07,0.02,0.03,0.04,0,0,0.01,0.01,0.03,0.01,0,0,0.03
인타임,0.01,0,0,0.12,0.01,0,0.01,0.04,0.09,0.01,0.02,0.01,0.02,0.12,0.06,0.05,0,0.01,0.06,0,0,0.01,0.02,0.14,0.05,0.02,0.03,0,0.03,0.01,0,0.02,0,0,0,0.02
일라이,0,0,0,0.07,0.01,0.01,0.01,0.06,0.02,0.02,0.05,0.05,0.03,0.09,0.07,0.06,0.02,0.01,0.06,0,0,0,0.02,0.08,0.03,0.06,0.05,0.01,0.03,0.03,0,0.02,0,0,0.01,0.01
일루셔니스트,0,0,0,0.06,0.01,0,0.01,0.04,0.04,0,0.01,0.01,0.02,0.39,0.06,0.09,0,0.06,0.07,0,0,0,0.01,0.04,0.01,0.01,0.01,0,0,0.01,0,0.01,0,0,0.02,0.01
일본침몰,0.01,0,0.01,0.05,0.02,0.01,0.01,0.03,0.02,0,0.02,0,0.02,0.01,0.03,0.01,0,0.03,0.23,0,0,0.02,0.01,0.13,0.03,0.07,0.1,0,0.08,0.01,0.01,0.02,0,0,0,0.01
잃어버린세계를찾아서,0.01,0.02,0.01,0.23,0.04,0.01,0,0.05,0.01,0,0.01,0,0.02,0.02,0.1,0.02,0.01,0.02,0.06,0,0,0,0.03,0.07,0.02,0.01,0.03,0,0.02,0.01,0,0.03,0.01,0,0,0.13
자칼이온다,0.03,0.01,0.06,0.15,0.17,0,0,0.06,0.02,0.01,0.01,0,0.02,0.11,0.02,0.03,0.01,0.01,0.07,0,0,0,0,0.08,0.02,0.02,0.04,0,0.03,0.01,0,0.01,0,0,0,0.01
작업의정석,0.05,0.01,0.05,0.14,0.24,0.01,0,0.05,0.06,0.01,0.01,0,0.01,0.02,0.04,0.02,0,0.02,0.05,0,0,0,0.03,0.09,0.02,0.02,0.03,0.01,0.02,0,0,0,0,0,0,0
작전,0.02,0,0.03,0.22,0.06,0.01,0.01,0.07,0.02,0.01,0.01,0,0.02,0.05,0.12,0.04,0.01,0.01,0.06,0,0,0,0,0.07,0.01,0.01,0.03,0,0.01,0.01,0,0.05,0,0,0,0.05
잔혹한출근,0.01,0,0.01,0.17,0.09,0,0.01,0.07,0.02,0.01,0.08,0,0.01,0.11,0.05,0.02,0,0.01,0.06,0.01,0,0.03,0.01,0.07,0.01,0.01,0.03,0,0.01,0.03,0,0.02,0,0,0,0.04
장화신은고양이,0.34,0.01,0.03,0.16,0.05,0,0,0.04,0.02,0,0.03,0,0.01,0.03,0.07,0.03,0.01,0.01,0.04,0,0,0,0,0.04,0.02,0.01,0.02,0,0,0,0,0,0,0,0,0.01
잭더자이언트킬러,0.03,0.01,0.01,0.15,0.03,0.01,0.01,0.1,0.02,0,0.01,0,0.03,0.03,0.05,0.03,0.01,0.07,0.07,0,0,0,0.04,0.07,0.02,0.02,0.03,0,0.01,0.03,0,0.03,0.02,0,0.01,0.05
잭리처,0.02,0,0.02,0.08,0.02,0.01,0,0.09,0.01,0.01,0.01,0,0.02,0.03,0.05,0.1,0.01,0.03,0.1,0,0,0,0.02,0.09,0.05,0.03,0.06,0,0.01,0.01,0,0.05,0,0,0,0.05
적벽대전1부-거대한전쟁의시작,0.01,0,0,0.11,0.01,0,0,0.14,0.01,0.01,0.01,0.01,0.05,0.02,0.09,0.06,0,0.01,0.12,0,0,0.01,0.02,0.09,0.05,0.05,0.07,0,0.02,0.01,0,0.01,0,0,0,0.01
적벽대전2부-최후의결전,0.03,0,0,0.12,0.02,0.01,0,0.06,0.02,0,0.02,0.01,0.05,0.01,0.09,0.07,0,0.01,0.15,0.01,0,0.01,0.01,0.09,0.05,0.05,0.04,0,0.01,0.01,0,0.02,0,0,0,0.01
전국노래자랑,0.04,0.01,0.02,0.11,0.11,0,0.02,0.09,0.02,0.01,0.16,0.01,0.01,0.01,0.05,0.02,0.02,0.03,0.07,0,0,0.07,0,0.05,0.01,0.01,0.02,0,0.01,0,0,0,0,0,0,0
전우치,0.06,0.01,0.04,0.22,0.09,0.01,0,0.06,0.02,0.01,0.01,0,0.02,0.04,0.11,0.07,0.01,0.01,0.06,0,0,0,0.01,0.07,0.02,0.02,0.02,0,0.01,0,0,0.01,0,0,0,0.01
점퍼,0.01,0.01,0,0.15,0.05,0.02,0,0.1,0.01,0,0.01,0,0.01,0.03,0.05,0.06,0,0.01,0.07,0,0,0,0.07,0.1,0.03,0.04,0.05,0,0.02,0.01,0,0.01,0,0,0,0.05
정승필실종사건,0,0,0.01,0.07,0.12,0,0.01,0.03,0.01,0.01,0.02,0,0.01,0.01,0.02,0,0,0.01,0.09,0,0,0.01,0.01,0.15,0.07,0.09,0.13,0,0.11,0.01,0,0,0,0,0,0
"제니,주노",0.04,0,0.01,0.07,0.01,0,0.01,0.03,0.09,0.01,0.02,0,0.01,0.01,0.03,0.01,0,0.01,0.06,0,0,0.01,0.02,0.1,0.03,0.04,0.13,0.02,0.18,0.01,0.01,0,0.01,0,0,0
제로다크서티,0,0,0,0.05,0.01,0,0,0.04,0.02,0.01,0.01,0.03,0.03,0.04,0.1,0.07,0.01,0.01,0.14,0.01,0.01,0.02,0.02,0.04,0.01,0.03,0.06,0,0.01,0.05,0,0.11,0.01,0,0.01,0.03
조디악,0,0,0,0.04,0,0,0,0.04,0,0,0.01,0,0.02,0.02,0.05,0.05,0,0.01,0.21,0.01,0,0,0.02,0.03,0.02,0.02,0.03,0,0.01,0.13,0.02,0.1,0.01,0,0.01,0.12
조선명탐정각시투구꽃의비밀,0.02,0.01,0.06,0.19,0.17,0.01,0,0.06,0.03,0.01,0.01,0,0.01,0.1,0.09,0.02,0.01,0.02,0.05,0,0,0,0,0.06,0.01,0.01,0.02,0,0.01,0.01,0,0.01,0,0,0,0.01
조폭마누라3,0.01,0.01,0.02,0.2,0.22,0.01,0,0.08,0.04,0,0.01,0,0.03,0.01,0.06,0.06,0,0.01,0.04,0.02,0,0,0,0.06,0.02,0.01,0.03,0.01,0.03,0.01,0,0,0,0,0,0
좋지아니한가,0.05,0,0.08,0.11,0.15,0.01,0.02,0.05,0.03,0,0.03,0,0.02,0.05,0.05,0.03,0.01,0.01,0.12,0,0,0.01,0.01,0.05,0.02,0.02,0.04,0,0.01,0,0,0,0,0,0,0.01
주먹이운다,0.01,0,0,0.03,0.01,0,0.01,0.05,0.02,0.05,0.15,0.01,0.03,0.02,0.11,0.07,0,0.02,0.07,0.01,0,0.16,0.01,0.06,0.02,0.02,0.03,0,0.01,0.01,0,0,0,0,0,0
주온-원혼의부활,0.01,0.01,0,0.03,0.08,0.01,0,0.02,0,0,0,0,0.01,0.02,0.02,0,0,0.01,0.04,0,0.04,0,0.01,0.07,0.02,0.02,0.05,0,0.05,0.01,0.15,0.01,0.19,0.1,0.01,0
주유소습격사건2,0.02,0.01,0.03,0.11,0.15,0.01,0,0.05,0,0,0.01,0,0.02,0.01,0.04,0.01,0.01,0.01,0.09,0,0,0.01,0.01,0.1,0.04,0.08,0.09,0,0.07,0.01,0,0,0,0,0,0
주홍글씨,0,0,0.01,0.03,0.01,0,0.02,0.05,0.06,0.01,0.01,0.01,0.03,0.13,0.05,0.04,0,0.01,0.04,0.01,0,0.02,0.01,0.11,0.04,0.05,0.08,0.04,0.03,0.03,0,0.01,0.01,0,0.01,0.03
줄리아의눈,0,0,0,0.03,0,0,0,0.03,0.01,0,0.01,0,0.02,0.06,0.07,0.03,0,0.01,0.04,0,0.01,0.01,0,0.03,0.01,0.01,0.02,0,0.01,0.03,0.09,0.16,0.07,0,0.02,0.19
중천,0.01,0,0,0.09,0.01,0,0,0.05,0.12,0.01,0.02,0.01,0.02,0.02,0.06,0.07,0.01,0.02,0.08,0.01,0,0.02,0.02,0.13,0.03,0.04,0.06,0,0.03,0.01,0,0,0,0,0,0
즐거운인생,0.03,0.06,0.03,0.08,0.17,0.01,0.04,0.06,0.02,0.01,0.11,0.01,0.03,0.01,0.1,0.06,0,0.03,0.03,0.01,0,0.02,0,0.04,0.01,0.01,0.02,0,0,0,0,0,0,0,0.01,0
지구가멈추는날,0.01,0,0,0.07,0.01,0,0,0.07,0.01,0,0.02,0,0.01,0.02,0.03,0.02,0.01,0.03,0.12,0,0,0.01,0.11,0.13,0.07,0.07,0.09,0,0.05,0.01,0,0.01,0,0,0,0.01
"지금,만나러갑니다",0.02,0,0,0.02,0,0,0.03,0.02,0.24,0.02,0.19,0.01,0.01,0.03,0.12,0.02,0.01,0.01,0.03,0.01,0,0.15,0,0.03,0.01,0,0.02,0,0,0,0,0,0,0,0.01,0
지금사랑하는사람과살고있습니까,0.01,0,0.03,0.1,0.06,0,0.01,0.08,0.19,0.01,0.01,0,0.01,0.04,0.03,0.08,0,0.03,0.08,0.01,0,0.01,0.02,0.07,0.01,0.02,0.03,0.01,0.02,0,0,0.01,0.01,0,0,0.02
지아이조2,0.02,0.01,0.01,0.08,0.04,0.04,0,0.09,0.02,0.01,0.01,0.01,0.03,0.03,0.07,0.09,0.01,0.02,0.09,0,0,0,0.01,0.1,0.04,0.04,0.05,0,0.02,0.02,0,0.01,0,0,0,0.01
지아이조-전쟁의서막,0.01,0.01,0,0.13,0.04,0.05,0,0.1,0.01,0.01,0,0.01,0.03,0.02,0.09,0.12,0,0.02,0.07,0.01,0,0,0.01,0.07,0.02,0.03,0.06,0,0.02,0.02,0,0.01,0,0,0,0.02
짝패,0.01,0.03,0.01,0.07,0.03,0.1,0,0.06,0.02,0.01,0.01,0.01,0.03,0.02,0.13,0.1,0,0.01,0.03,0,0,0.01,0.02,0.06,0.02,0.04,0.05,0,0.02,0.07,0,0,0,0,0,0.01
쩨쩨한로맨스,0.09,0.01,0.06,0.13,0.12,0,0.02,0.05,0.07,0.01,0.03,0.01,0.01,0.02,0.15,0.04,0,0.03,0.05,0,0,0.01,0,0.04,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0
차우,0.01,0,0.02,0.15,0.16,0.01,0,0.05,0,0,0.01,0,0.01,0.03,0.06,0.01,0,0.01,0.03,0,0.01,0,0.01,0.05,0.01,0.01,0.03,0,0.02,0.01,0.06,0.05,0.05,0,0,0.13
찰리와초콜릿공장,0.09,0,0.03,0.17,0.05,0,0.01,0.06,0.04,0.01,0.04,0.01,0.02,0.03,0.1,0.11,0,0.01,0.05,0,0,0,0,0.04,0.04,0,0.02,0,0,0.02,0.01,0,0.01,0,0,0
챔프,0.03,0,0,0.06,0.04,0,0.01,0.03,0.02,0.02,0.32,0,0.01,0.01,0.1,0.02,0.01,0.03,0.06,0,0,0.13,0,0.05,0.01,0.01,0.02,0,0,0,0,0,0,0,0.01,0
천국의우편배달부,0.07,0,0,0.1,0.03,0,0.01,0.09,0.25,0.02,0.08,0.03,0,0.03,0.09,0.03,0.03,0.01,0.02,0,0,0.04,0,0.03,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0
천군,0.01,0,0.02,0.15,0.05,0.02,0.01,0.08,0,0.01,0.14,0.01,0.03,0.02,0.05,0.04,0,0.01,0.06,0,0,0.03,0.01,0.09,0.02,0.03,0.05,0,0.03,0.02,0,0,0,0,0,0.01
천년여우여우비,0.05,0,0,0.12,0.01,0,0.02,0.04,0.1,0.02,0.16,0.01,0.01,0.02,0.06,0.04,0.01,0.01,0.03,0.01,0,0.09,0.01,0.07,0.01,0.01,0.08,0,0,0,0,0,0,0,0,0
천사와악마,0.01,0,0,0.12,0.01,0,0,0.05,0.01,0,0.01,0.01,0.02,0.21,0.09,0.04,0,0.03,0.1,0,0,0,0.01,0.05,0.02,0.01,0.04,0,0.01,0.01,0,0.07,0,0,0.01,0.06
천안함프로젝트,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0,0.01,0.01,0.02,0,0.01,0.01,0.02,0.02,0.08,0.03,0,0.08,0.02,0.12,0.11,0.02,0.23,0.08,0,0,0.02,0,0.02,0
천하장사마돈나,0.05,0.01,0.08,0.11,0.14,0.01,0.03,0.08,0.04,0.01,0.07,0,0.01,0.02,0.07,0.03,0,0.01,0.06,0.01,0,0.02,0.01,0.04,0.01,0.01,0.04,0.01,0.01,0,0,0,0,0,0,0
